Date,USD_INR,EUR_INR,GBP_INR,JPY_INR
2022-01-31,75.039,82.5978,100.5898,0.6504
2022-02-01,74.5558,83.781,100.2493,0.6477
2022-02-02,74.7455,84.182,101.0935,0.6509
2022-02-03,74.8224,84.466,101.4775,0.6535
2022-02-04,74.6439,85.283,101.5156,0.6487
2022-02-07,74.6422,85.397,100.9763,0.648
2022-02-08,74.6583,85.318,101.0453,0.6482
2022-02-09,74.6952,85.229,101.1854,0.6459
2022-02-10,74.8089,85.371,101.2606,0.6467
2022-02-11,75.5384,85.637,102.3973,0.6466
2022-02-14,75.341,85.448,102.4729,0.647
2022-02-15,75.6854,85.49,102.4071,0.6544
2022-02-16,75.1748,85.383,101.9525,0.6499
2022-02-17,75.042,85.278,102.0541,0.6497
2022-02-18,75.063,85.248,102.2126,0.6529
2022-02-21,74.6824,84.498,101.4954,0.649
2022-02-22,74.517,84.194,101.7619,0.6496
2022-02-23,74.623,84.465,101.412,0.6478
2022-02-24,74.633,84.304,101.1947,0.649
2022-02-25,75.4083,84.533,100.8893,0.6536
2022-02-28,75.068,84.483,100.5807,0.6388
2022-03-01,75.2848,84.616,101.2714,0.6556
2022-03-02,75.8012,84.288,101.0301,0.6593
2022-03-03,75.631,83.977,101.3043,0.6542
2022-03-04,75.8917,83.989,101.295,0.6572
2022-03-07,76.418,83.43,101.1624,0.6582
2022-03-08,77.0808,83.553,101.0343,0.6665
2022-03-09,76.9145,83.737,100.7102,0.664
2022-03-10,76.1349,84.506,100.3503,0.6584
2022-03-11,76.3103,83.96,99.8958,0.6562
2022-03-14,76.7537,83.403,100.0664,0.6516
2022-03-15,76.4901,83.652,99.5016,0.6465
2022-03-16,76.2659,83.576,99.4736,0.6441
2022-03-17,76.0242,83.908,99.9646,0.6404
2022-03-18,75.9816,84.203,99.9367,0.6402
2022-03-21,75.9464,83.978,100.12,0.6382
2022-03-22,76.3071,83.963,100.4756,0.6373
2022-03-23,76.1019,83.915,100.9626,0.627
2022-03-24,76.5524,84.172,101.0859,0.6313
2022-03-25,76.3235,83.924,100.6841,0.6232
2022-03-28,76.2785,83.7,100.4696,0.6243
2022-03-29,76.0341,83.573,99.564,0.6149
2022-03-30,75.6667,83.842,99.125,0.6139
2022-03-31,75.8278,84.546,99.6219,0.6207
2022-04-01,75.9092,83.987,99.7531,0.623
2022-04-04,75.9948,83.89,99.5863,0.6202
2022-04-05,75.478,82.757,98.9627,0.6139
2022-04-06,75.4507,82.222,98.6591,0.6096
2022-04-07,75.9451,82.685,99.2615,0.6129
2022-04-08,75.9132,82.392,99.2272,0.6111
2022-04-11,75.9173,82.543,98.9574,0.6107
2022-04-12,75.837,82.414,98.7528,0.6038
2022-04-13,76.1498,82.36,99.0064,0.6066
2022-04-14,76.1217,82.866,99.8377,0.6066
2022-04-15,76.3088,82.521,99.7744,0.6055
2022-04-18,76.3314,82.52,99.6676,0.6033
2022-04-19,76.2802,82.015,99.26,0.6004
2022-04-20,76.4454,82.435,99.4243,0.5906
2022-04-21,76.2762,82.672,99.6417,0.5952
2022-04-22,76.2852,82.549,99.3981,0.5933
2022-04-25,76.4635,82.5,98.115,0.594
2022-04-26,76.5278,82.147,97.4769,0.6
2022-04-27,76.7941,81.531,96.557,0.6019
2022-04-28,76.4722,80.806,95.9049,0.5961
2022-04-29,76.589,80.439,95.4401,0.5855
2022-05-02,76.5231,80.619,96.293,0.5887
2022-05-03,76.5241,80.298,95.6201,0.5871
2022-05-04,76.4673,80.409,95.5359,0.587
2022-05-05,76.0016,80.94,95.9861,0.5898
2022-05-06,76.5418,80.608,94.6525,0.5867
2022-05-09,76.9575,81.109,94.8722,0.5895
2022-05-10,77.3655,81.664,95.4695,0.5928
2022-05-11,77.2714,81.238,95.1674,0.5918
2022-05-12,77.4184,81.309,94.8203,0.5957
2022-05-13,77.4438,80.307,94.5033,0.6016
2022-05-16,77.4863,80.575,94.9383,0.599
2022-05-17,77.8054,81.141,95.894,0.6029
2022-05-18,77.3724,81.638,96.622,0.5979
2022-05-19,77.82,81.421,96.0615,0.6078
2022-05-20,77.4211,81.833,96.5437,0.6048
2022-05-23,77.8184,82.163,97.3271,0.6082
2022-05-24,77.5268,82.753,97.4395,0.606
2022-05-25,77.4788,83.086,97.1905,0.6106
2022-05-26,77.4973,82.734,97.5633,0.6089
2022-05-27,77.6302,83.244,97.9485,0.6105
2022-05-30,77.692,83.248,98.0947,0.61
2022-05-31,77.5209,83.473,98.1062,0.6063
2022-06-01,77.599,83.229,97.81,0.6023
2022-06-02,77.5841,82.529,96.8628,0.5954
2022-06-03,77.3605,83.108,97.2858,0.5955
2022-06-06,77.6942,83.113,97.0874,0.5925
2022-06-07,77.821,83.118,97.4564,0.588
2022-06-08,77.6706,82.993,98.0597,0.584
2022-06-09,77.7243,83.209,97.4752,0.5775
2022-06-10,77.8187,82.552,97.2524,0.5783
2022-06-13,78.1776,82.115,96.121,0.5807
2022-06-14,78.1606,81.265,94.8639,0.5812
2022-06-15,77.9855,81.359,93.5447,0.5762
2022-06-16,77.9002,81.656,94.8161,0.5823
2022-06-17,77.9777,82.154,96.3656,0.5882
2022-06-20,77.9614,81.0981,95.2672,0.5771
2022-06-21,77.934,81.904,95.4452,0.5763
2022-06-22,78.1349,82.216,95.9384,0.5727
2022-06-23,78.1931,82.502,95.8696,0.5742
2022-06-24,78.1424,82.129,95.7442,0.5789
2022-06-27,78.2523,82.517,96.2046,0.5785
2022-06-28,78.4411,82.917,96.2077,0.5786
2022-06-29,79.0732,83.046,96.3342,0.5801
2022-06-30,78.8983,82.386,95.6072,0.5775
2022-07-01,78.963,82.65,96.1491,0.5809
2022-07-04,78.9507,82.247,95.6028,0.5833
2022-07-05,78.9395,82.277,95.6366,0.5804
2022-07-06,79.3684,81.257,94.9008,0.5845
2022-07-07,79.0439,80.422,94.2587,0.5808
2022-07-08,79.2216,80.421,95.2448,0.5819
2022-07-11,79.3314,80.678,95.3746,0.5821
2022-07-12,79.4778,79.728,94.5047,0.5775
2022-07-13,79.4764,79.631,94.4273,0.5806
2022-07-14,79.8075,79.863,94.6306,0.5784
2022-07-15,79.8783,80.035,94.5589,0.5744
2022-07-18,79.7205,80.402,94.7086,0.5756
2022-07-19,80.0303,81.095,95.6203,0.5782
2022-07-20,79.8559,81.63,95.8466,0.5773
2022-07-21,80.0034,81.393,95.7568,0.5776
2022-07-22,79.7759,81.56,95.6493,0.582
2022-07-25,79.8768,81.458,95.7692,0.5861
2022-07-26,79.7225,81.416,96.0573,0.5837
2022-07-27,79.8412,80.812,96.1368,0.5825
2022-07-28,79.8474,81.425,97.0517,0.5861
2022-07-29,79.5715,81.094,96.8759,0.5918
2022-08-01,79.1948,81.072,96.3687,0.5946
2022-08-02,78.9557,80.961,96.7541,0.5996
2022-08-03,78.6045,79.743,95.6849,0.5887
2022-08-04,79.1183,80.28,96.0568,0.5899
2022-08-05,79.1549,81.038,96.237,0.5963
2022-08-08,79.4106,80.726,95.7822,0.5875
2022-08-09,79.6019,81.08,96.1474,0.5896
2022-08-10,79.5784,81.144,96.0997,0.5879
2022-08-11,79.0978,81.383,96.5968,0.5949
2022-08-12,79.614,82.086,97.0798,0.598
2022-08-15,79.6276,81.633,96.629,0.596
2022-08-16,79.5529,80.758,95.9093,0.5969
2022-08-17,79.146,80.531,95.7473,0.5896
2022-08-18,79.3597,80.685,95.5927,0.5875
2022-08-19,79.7667,80.405,95.1943,0.5869
2022-08-22,79.9179,80.154,94.4187,0.583
2022-08-23,79.8838,79.288,93.9596,0.5799
2022-08-24,79.8545,79.514,94.47,0.5834
2022-08-25,79.7968,79.462,94.1347,0.5816
2022-08-26,79.8829,79.564,94.5561,0.5844
2022-08-29,79.9591,79.595,93.5041,0.5799
2022-08-30,79.9679,79.976,93.6268,0.5764
2022-08-31,79.6823,79.802,92.871,0.5738
2022-09-01,79.5488,79.783,92.4072,0.5705
2022-09-02,79.7168,79.259,92.0124,0.5685
2022-09-05,79.7245,79.292,91.5269,0.5678
2022-09-06,79.783,79.312,91.9476,0.5677
2022-09-07,79.8951,79.0,92.0227,0.5576
2022-09-08,79.6498,79.538,91.7693,0.5521
2022-09-09,79.7063,79.694,91.7157,0.5536
2022-09-12,79.6558,79.968,92.5246,0.5522
2022-09-13,79.3553,80.299,92.7245,0.556
2022-09-14,79.6024,79.363,91.5336,0.5507
2022-09-15,79.4537,79.236,91.7329,0.5554
2022-09-16,79.8491,79.677,91.5354,0.5564
2022-09-19,79.6895,79.746,91.0815,0.5562
2022-09-20,79.7075,79.856,91.1538,0.556
2022-09-21,79.7627,79.444,90.7541,0.5547
2022-09-22,80.0507,78.497,90.2606,0.5532
2022-09-23,81.0622,79.677,91.2274,0.569
2022-09-26,81.2548,78.664,87.9633,0.5665
2022-09-27,81.6158,78.566,87.2103,0.5577
2022-09-28,81.7246,78.342,87.6294,0.5642
2022-09-29,81.4287,78.973,88.473,0.5633
2022-09-30,81.4806,80.048,90.7039,0.5636
2022-10-03,81.5213,79.82,90.8057,0.5624
2022-10-04,81.495,80.046,92.3192,0.5633
2022-10-05,81.4655,81.264,93.4587,0.5655
2022-10-06,81.6488,80.842,92.5989,0.5647
2022-10-07,82.349,80.538,91.878,0.5672
2022-10-10,82.8323,80.624,91.7037,0.5628
2022-10-11,82.4207,79.951,91.1525,0.5653
2022-10-12,82.2739,79.725,90.3705,0.5635
2022-10-13,82.2,79.712,91.2526,0.5596
2022-10-14,82.1921,80.23,93.0577,0.5575
2022-10-17,82.4128,80.03,92.576,0.5531
2022-10-18,82.1947,80.822,93.3654,0.5512
2022-10-19,82.2864,81.091,93.2237,0.551
2022-10-20,82.997,80.998,93.0469,0.5535
2022-10-21,82.8257,80.91,92.9396,0.5509
2022-10-24,82.5413,81.321,93.372,0.5584
2022-10-25,82.7615,81.742,93.6072,0.5553
2022-10-26,82.4453,82.06,94.4568,0.5565
2022-10-27,82.0496,82.602,95.3398,0.5601
2022-10-28,82.4425,82.057,95.2863,0.5626
2022-10-31,82.2392,81.91,95.5364,0.5572
2022-11-01,82.729,81.756,94.8623,0.5561
2022-11-02,82.6845,81.572,94.9685,0.5583
2022-11-03,82.8884,81.121,94.3793,0.5589
2022-11-04,82.6818,80.527,92.3148,0.5566
2022-11-07,81.975,81.591,93.2671,0.5449
2022-11-08,81.826,81.899,94.2027,0.5575
2022-11-09,81.4052,81.951,93.9534,0.5595
2022-11-10,81.3438,81.421,92.4721,0.5559
2022-11-11,80.4829,82.108,94.2191,0.5685
2022-11-14,80.497,82.399,95.1422,0.5794
2022-11-15,80.992,83.488,95.1732,0.5774
2022-11-16,81.0714,83.914,96.1359,0.5832
2022-11-17,81.4953,84.626,97.0356,0.5844
2022-11-18,81.5249,84.396,96.7111,0.5801
2022-11-21,81.5199,84.215,96.8481,0.5804
2022-11-22,81.7277,83.65,96.637,0.5746
2022-11-23,81.715,84.181,97.1627,0.5784
2022-11-24,81.6329,84.949,98.3765,0.5855
2022-11-25,81.6554,84.893,98.9715,0.5886
2022-11-28,81.6697,84.893,98.6549,0.5866
2022-11-29,81.6503,84.371,97.657,0.5878
2022-11-30,81.6309,84.191,97.5538,0.5877
2022-12-01,81.3053,84.736,98.1891,0.5918
2022-12-02,81.1622,85.371,99.5863,0.5999
2022-12-05,81.4225,85.755,100.0113,0.6058
2022-12-06,81.899,85.886,99.8625,0.5987
2022-12-07,82.3722,86.262,99.9229,0.602
2022-12-08,82.2535,86.354,100.3794,0.6022
2022-12-09,82.2792,86.794,100.6643,0.6018
2022-12-12,82.413,86.739,101.0631,0.6028
2022-12-13,82.6447,87.038,101.388,0.6005
2022-12-14,82.4025,87.489,101.8367,0.6073
2022-12-15,82.508,87.992,102.4726,0.6089
2022-12-16,82.8579,87.952,100.9484,0.6008
2022-12-19,82.726,87.439,100.4772,0.6045
2022-12-20,82.5819,87.556,100.3449,0.6023
2022-12-21,82.6369,87.693,100.7478,0.6257
2022-12-22,82.8786,87.844,100.11,0.6255
2022-12-23,82.8749,87.776,99.782,0.6255
2022-12-26,82.6041,87.802,99.5636,0.6228
2022-12-27,82.9029,86.9101,100.1879,0.6243
2022-12-28,82.7761,88.032,99.571,0.6199
2022-12-29,82.852,87.774,99.5638,0.6153
2022-12-30,82.8351,88.221,99.9087,0.6218
2023-01-02,82.7498,88.482,100.0982,0.6306
2023-01-03,82.706,88.3,99.7308,0.6323
2023-01-04,82.7857,87.219,99.0834,0.63
2023-01-05,82.6665,87.605,99.6809,0.6245
2023-01-06,82.6452,86.827,98.4362,0.6189
2023-01-09,82.2734,87.501,99.4928,0.6225
2023-01-10,82.1801,88.124,100.1347,0.6233
2023-01-11,81.6374,87.582,99.2328,0.6174
2023-01-12,81.6318,87.805,99.2158,0.6184
2023-01-13,81.1156,88.011,99.0813,0.6274
2023-01-16,81.278,87.952,99.4194,0.6267
2023-01-17,81.6526,88.353,99.6185,0.6357
2023-01-18,81.5255,88.004,100.1646,0.6359
2023-01-19,81.436,87.864,100.5475,0.633
2023-01-20,81.2398,87.937,100.6455,0.6323
2023-01-23,80.976,87.862,100.2826,0.625
2023-01-24,81.488,88.541,100.9001,0.6236
2023-01-25,81.6019,88.768,100.6431,0.6261
2023-01-26,81.5027,88.955,101.0896,0.6302
2023-01-27,81.4451,88.642,101.1433,0.6267
2023-01-30,81.508,88.519,100.9229,0.6272
2023-01-31,81.5799,88.375,100.7519,0.6242
2023-02-01,81.7684,88.736,100.6689,0.6278
2023-02-02,81.7103,89.947,101.2306,0.635
2023-02-03,82.0459,89.391,100.3191,0.6366
2023-02-06,82.226,88.69,99.3994,0.6226
2023-02-07,82.755,88.704,99.4809,0.6235
2023-02-08,82.7419,88.831,99.7041,0.6318
2023-02-09,82.6595,88.498,99.7769,0.6286
2023-02-10,82.5332,88.563,100.0376,0.627
2023-02-13,82.513,88.026,99.5317,0.6259
2023-02-14,82.5974,88.547,100.2667,0.6236
2023-02-15,82.8676,88.929,100.8988,0.6229
2023-02-16,82.7377,88.404,99.5738,0.6175
2023-02-17,82.6953,88.132,99.0104,0.6162
2023-02-20,82.758,88.433,99.5405,0.6162
2023-02-21,82.6975,88.257,99.5548,0.615
2023-02-22,82.8612,88.185,100.3795,0.6135
2023-02-23,82.8353,87.775,99.873,0.6134
2023-02-24,82.6179,87.486,99.2889,0.6133
2023-02-27,82.918,87.37,99.0455,0.5991
2023-02-28,82.652,87.606,99.7307,0.6059
2023-03-01,82.6354,87.341,99.4506,0.6057
2023-03-02,82.4199,87.854,99.1265,0.6047
2023-03-03,82.3557,87.216,98.4145,0.6019
2023-03-06,81.7125,86.816,98.3411,0.6008
2023-03-07,81.8544,87.348,98.4484,0.6012
2023-03-08,82.0746,86.44,97.0825,0.5964
2023-03-09,81.9645,86.383,97.0932,0.5967
2023-03-10,82.0184,86.735,97.76,0.6009
2023-03-13,81.958,87.126,98.7008,0.5973
2023-03-14,82.4174,88.138,100.3078,0.6173
2023-03-15,82.3049,88.169,100.017,0.6112
2023-03-16,82.7157,87.665,99.8167,0.6231
2023-03-17,82.6228,87.616,100.0699,0.6189
2023-03-20,82.533,87.942,100.5417,0.6191
2023-03-21,82.5291,88.368,101.3178,0.6274
2023-03-22,82.677,88.996,101.0516,0.6241
2023-03-23,82.5258,89.625,101.3041,0.6284
2023-03-24,82.2653,89.046,100.9983,0.6284
2023-03-27,82.3388,88.526,100.8467,0.6294
2023-03-28,82.2149,88.754,101.0868,0.6258
2023-03-29,82.1643,88.982,101.3638,0.6264
2023-03-30,82.2554,89.055,101.2726,0.6194
2023-03-31,82.1005,89.442,101.7002,0.6157
2023-04-03,82.1848,89.026,101.0715,0.6177
2023-04-04,82.1409,89.597,102.0362,0.6208
2023-04-05,82.1148,89.896,102.6883,0.6241
2023-04-06,81.95,89.278,102.1217,0.6258
2023-04-07,81.8313,89.305,101.9295,0.6205
2023-04-10,81.8848,89.306,101.7316,0.6145
2023-04-11,81.9839,88.317,101.522,0.6128
2023-04-12,82.0701,89.516,101.9896,0.6137
2023-04-13,81.9606,90.06,102.4034,0.6153
2023-04-14,81.6807,90.187,102.2795,0.6159
2023-04-17,81.8448,89.908,101.5224,0.6054
2023-04-18,82.0037,89.511,101.4807,0.6095
2023-04-19,82.1079,90.03,102.0457,0.612
2023-04-20,82.3401,90.098,102.3408,0.6107
2023-04-21,82.1409,90.011,102.1966,0.6125
2023-04-24,82.0548,90.09,102.1421,0.6112
2023-04-25,81.8523,90.52,102.241,0.6107
2023-04-26,81.9916,89.937,101.7836,0.6128
2023-04-27,81.7669,90.228,101.9473,0.6121
2023-04-28,81.7651,90.119,102.1796,0.6109
2023-05-01,81.7448,89.977,102.6971,0.5857
2023-05-02,81.7747,88.853,102.1921,0.5906
2023-05-03,81.7787,89.949,102.0355,0.5985
2023-05-04,81.78,90.454,102.8086,0.6073
2023-05-05,81.7161,89.996,102.7052,0.6084
2023-05-08,81.7298,89.972,103.2242,0.605
2023-05-09,81.7871,89.845,103.1456,0.6049
2023-05-10,82.105,89.94,103.6598,0.6063
2023-05-11,81.9199,89.904,103.4323,0.6105
2023-05-12,82.1003,89.513,102.7521,0.6098
2023-05-15,82.2003,89.098,102.3238,0.6
2023-05-16,82.2667,89.368,103.0442,0.6042
2023-05-17,82.296,89.33,102.7334,0.6027
2023-05-18,82.4503,89.279,102.9599,0.5987
2023-05-19,82.7251,89.056,102.6865,0.5962
2023-05-22,82.9048,89.498,103.2625,0.5909
2023-05-23,82.825,89.447,102.9851,0.5967
2023-05-24,82.8906,89.125,102.9211,0.5971
2023-05-25,82.7137,88.838,102.2843,0.593
2023-05-26,82.7421,88.651,101.9297,0.5902
2023-05-29,82.5748,87.7601,101.9334,0.5818
2023-05-30,82.5797,88.374,102.039,0.5877
2023-05-31,82.6839,88.666,102.6195,0.591
2023-06-01,82.6668,88.323,102.9085,0.5936
2023-06-02,82.2767,88.45,103.0725,0.5924
2023-06-05,82.4098,88.135,102.4386,0.5882
2023-06-06,82.5112,88.298,102.5918,0.5914
2023-06-07,82.5172,88.19,102.5336,0.5908
2023-06-08,82.6181,88.379,102.8113,0.59
2023-06-09,82.4883,88.9,103.5969,0.5937
2023-06-12,82.4448,88.54,103.7172,0.5857
2023-06-13,82.3372,88.623,103.141,0.5904
2023-06-14,82.2904,88.653,103.7372,0.5862
2023-06-15,82.045,88.881,103.9141,0.5856
2023-06-16,81.9127,89.587,104.726,0.5835
2023-06-19,81.9148,89.559,105.0816,0.5755
2023-06-20,81.9814,89.404,104.8874,0.5768
2023-06-21,81.9918,89.455,104.6599,0.5796
2023-06-22,81.9415,89.989,104.6471,0.5779
2023-06-23,81.9193,89.723,104.4052,0.5725
2023-06-26,81.9848,89.225,104.3389,0.5678
2023-06-27,82.0065,89.381,104.2568,0.5713
2023-06-28,81.9984,89.779,104.5162,0.5696
2023-06-29,82.0265,89.48,103.7075,0.5677
2023-06-30,82.0754,89.103,103.4991,0.5663
2023-07-03,82.0963,88.013,104.3054,0.5684
2023-07-04,81.9501,89.352,104.0145,0.5663
2023-07-05,82.0071,89.124,104.2505,0.5671
2023-07-06,82.3941,89.359,104.6882,0.5697
2023-07-07,82.7684,90.069,105.4719,0.5744
2023-07-10,82.6153,89.149,106.0553,0.572
2023-07-11,82.5253,90.747,106.1264,0.5835
2023-07-12,82.3999,90.675,106.5641,0.5875
2023-07-13,82.0018,91.239,106.5144,0.5925
2023-07-14,82.0308,92.005,107.7022,0.5938
2023-07-17,82.0768,92.084,107.4522,0.5908
2023-07-18,82.0616,92.133,107.2802,0.591
2023-07-19,82.0754,92.064,107.0003,0.5895
2023-07-20,82.0617,91.855,106.157,0.5871
2023-07-21,82.0824,91.315,105.6527,0.5863
2023-07-24,81.9903,90.2221,105.3973,0.5718
2023-07-25,81.8142,90.431,104.9082,0.5776
2023-07-26,81.9501,90.37,105.6734,0.5803
2023-07-27,81.9755,90.71,106.0684,0.5834
2023-07-28,82.3749,90.129,105.4232,0.5909
2023-07-31,82.2528,89.39,105.7506,0.5739
2023-08-01,82.2333,90.355,105.5308,0.5772
2023-08-02,82.3073,90.526,105.3312,0.5752
2023-08-03,82.7333,90.393,105.158,0.5768
2023-08-04,82.7843,90.575,105.2676,0.58
2023-08-07,82.6953,89.616,105.4095,0.5743
2023-08-08,82.7483,90.966,105.778,0.5801
2023-08-09,82.845,90.667,105.5924,0.5773
2023-08-10,82.8663,90.885,105.4077,0.5761
2023-08-11,82.7999,90.875,104.9497,0.5713
2023-08-14,82.8973,90.0861,105.2197,0.5675
2023-08-15,83.2334,90.646,105.5078,0.571
2023-08-16,83.1942,90.643,105.6763,0.571
2023-08-17,83.237,90.491,105.9601,0.5684
2023-08-18,83.0983,90.306,105.9333,0.57
2023-08-21,83.1673,90.305,105.9362,0.564
2023-08-22,83.1135,90.48,106.0345,0.568
2023-08-23,83.0733,90.032,105.7624,0.5694
2023-08-24,82.5447,89.597,104.9903,0.5693
2023-08-25,82.6414,89.162,104.0595,0.5653
2023-08-28,82.6643,89.026,104.0444,0.5586
2023-08-29,82.6915,89.437,104.2688,0.5641
2023-08-30,82.4947,89.595,104.2684,0.5646
2023-08-31,82.7004,90.32,105.1375,0.5657
2023-09-01,82.6824,89.554,104.7739,0.5677
2023-09-04,82.697,88.7507,104.1019,0.5622
2023-09-05,82.7346,89.222,104.466,0.5642
2023-09-06,83.0861,89.037,104.4716,0.563
2023-09-07,83.2574,89.179,104.1346,0.5632
2023-09-08,83.2415,88.858,103.8151,0.5639
2023-09-11,83.0313,87.8093,103.6279,0.5545
2023-09-12,82.9433,89.091,103.7452,0.5651
2023-09-13,82.843,89.007,103.48,0.5625
2023-09-14,82.9368,88.971,103.6161,0.5625
2023-09-15,83.0283,88.228,103.0107,0.5625
2023-09-18,83.0858,88.504,102.9628,0.5545
2023-09-19,83.2549,88.963,103.0993,0.5637
2023-09-20,83.195,88.791,103.104,0.5626
2023-09-21,83.087,88.418,102.5833,0.5597
2023-09-22,82.8913,88.277,101.8523,0.5607
2023-09-25,82.9748,88.375,101.5821,0.5508
2023-09-26,83.0283,87.862,101.391,0.5574
2023-09-27,83.2987,87.956,101.235,0.5585
2023-09-28,83.2227,87.393,100.9825,0.5561
2023-09-29,83.193,87.798,101.6977,0.5566
2023-10-02,83.0348,87.103,101.22,0.5508
2023-10-03,83.3594,87.117,100.7622,0.5547
2023-10-04,83.2298,87.055,100.5193,0.5573
2023-10-05,83.4498,87.418,101.2642,0.558
2023-10-06,83.2249,87.83,101.4272,0.5609
2023-10-09,83.1246,87.93,101.5548,0.5489
2023-10-10,83.2703,88.013,102.0106,0.5609
2023-10-11,83.2503,88.198,102.1372,0.5596
2023-10-12,83.218,88.319,102.5094,0.5579
2023-10-13,83.2624,87.646,101.4463,0.5554
2023-10-16,83.2823,86.5582,101.1905,0.5505
2023-10-17,83.1995,87.749,101.619,0.5558
2023-10-18,83.2643,87.948,101.376,0.5554
2023-10-19,83.2686,87.642,101.101,0.5551
2023-10-20,83.1223,87.901,100.9459,0.5543
2023-10-23,83.1598,88.042,101.1572,0.5474
2023-10-24,83.0294,88.484,101.7086,0.5538
2023-10-25,82.9878,87.858,100.9351,0.5534
2023-10-26,83.171,87.942,100.6217,0.5537
2023-10-27,83.2825,87.9,101.0649,0.5534
2023-10-30,83.4134,86.858,101.0736,0.5486
2023-10-31,83.2965,88.286,101.3381,0.5581
2023-11-01,83.2772,87.983,101.1954,0.5483
2023-11-02,85.194,88.047,101.3734,0.5523
2023-11-03,83.2473,88.294,101.4778,0.5526
2023-11-06,83.1585,89.109,102.9258,0.5462
2023-11-07,83.2228,89.122,102.736,0.5544
2023-11-08,83.2327,88.95,102.3089,0.553
2023-11-09,83.2177,89.05,102.2126,0.551
2023-11-10,83.3194,88.738,101.7941,0.5497
2023-11-13,83.2989,87.9352,101.8406,0.5416
2023-11-14,83.1976,88.94,102.1716,0.548
2023-11-15,82.9816,90.166,103.6815,0.5511
2023-11-16,83.1862,90.126,103.2925,0.5482
2023-11-17,83.1203,90.131,103.1898,0.551
2023-11-20,83.2915,89.4732,103.7859,0.548
2023-11-21,83.3222,91.118,104.2368,0.5612
2023-11-22,83.3457,90.826,104.4212,0.561
2023-11-23,83.5483,90.883,104.3376,0.5584
2023-11-24,83.344,90.803,104.4521,0.5567
2023-11-27,83.3145,91.098,105.0404,0.5498
2023-11-28,83.3645,91.196,105.3174,0.5601
2023-11-29,83.4181,91.563,105.8467,0.565
2023-11-30,83.3303,91.214,105.7703,0.5654
2023-12-01,83.3527,90.651,105.2752,0.5622
2023-12-04,83.2186,89.747,105.8029,0.5627
2023-12-05,83.4171,90.302,105.3845,0.5656
2023-12-06,83.3159,89.862,104.9315,0.5657
2023-12-07,83.2896,89.667,104.6496,0.5652
2023-12-08,83.3549,89.872,104.9305,0.5772
2023-12-11,83.4301,88.9095,104.6132,0.5698
2023-12-12,83.3435,89.63,104.6227,0.5698
2023-12-13,83.396,89.968,104.8376,0.5737
2023-12-14,83.2853,90.557,105.1396,0.5828
2023-12-15,83.2966,91.487,106.3596,0.5849
2023-12-18,83.0417,90.0414,105.233,0.5808
2023-12-19,83.1112,90.674,105.1087,0.5816
2023-12-20,83.0916,91.149,105.7761,0.5769
2023-12-21,83.2672,90.959,105.229,0.5791
2023-12-22,83.1316,91.317,105.6028,0.5841
2023-12-25,83.165,90.6702,105.4158,0.5775
2023-12-26,83.1723,90.6702,105.4368,0.5824
2023-12-27,83.1828,90.6702,105.8627,0.5836
2023-12-28,83.2672,92.415,106.5853,0.5881
2023-12-29,82.302,91.897,105.6976,0.5919
2024-01-01,83.2486,91.79,105.9036,0.5846
2024-01-02,83.2026,91.142,105.912,0.5852
2024-01-03,83.257,91.058,105.0906,0.5854
2024-01-04,83.3181,90.98,105.5098,0.5823
2024-01-05,83.2406,91.036,105.5732,0.5746
2024-01-08,83.1911,89.7557,105.7402,0.5668
2024-01-09,83.0507,90.858,105.8479,0.5752
2024-01-10,83.1311,90.803,105.6742,0.5751
2024-01-11,83.0256,91.041,105.7859,0.5692
2024-01-12,83.0761,91.144,106.1391,0.5722
2024-01-15,82.8721,90.663,105.6718,0.5652
2024-01-16,82.8594,90.648,105.3617,0.568
2024-01-17,83.089,90.313,104.9878,0.5638
2024-01-18,83.1776,90.442,105.4358,0.561
2024-01-19,83.1606,90.386,105.69,0.5609
2024-01-22,83.1247,89.4372,105.5851,0.5542
2024-01-23,83.0951,90.306,105.5855,0.5605
2024-01-24,83.2214,90.283,105.6357,0.5609
2024-01-25,83.0976,90.346,105.7171,0.5627
2024-01-26,83.1461,90.1,105.6733,0.5624
2024-01-29,83.1213,90.124,105.5844,0.5547
2024-01-30,83.1531,90.025,105.7472,0.5634
2024-01-31,83.1097,90.049,105.5085,0.5634
2024-02-01,83.0536,89.618,105.4467,0.5645
2024-02-02,82.9276,90.084,105.7053,0.5656
2024-02-05,82.9993,89.2182,104.8251,0.5573
2024-02-06,83.1037,89.121,104.1484,0.5583
2024-02-07,83.0706,89.261,104.6974,0.561
2024-02-08,83.0126,89.401,104.8227,0.5603
2024-02-09,82.9853,89.278,104.6978,0.555
2024-02-12,83.0145,89.444,104.8083,0.5493
2024-02-13,82.9902,89.31,104.7967,0.5549
2024-02-14,83.0746,88.862,104.5926,0.5502
2024-02-15,83.0431,89.036,104.3341,0.5511
2024-02-16,83.0096,89.357,104.5869,0.5531
2024-02-19,83.016,89.378,104.5958,0.5464
2024-02-20,83.021,89.403,104.4992,0.5521
2024-02-21,82.8291,89.478,104.4848,0.5515
2024-02-22,82.9384,89.675,104.8292,0.5512
2024-02-23,82.8723,89.611,104.9413,0.5502
2024-02-26,82.8818,89.611,105.0031,0.5457
2024-02-27,82.852,89.813,105.1074,0.5498
2024-02-28,82.9482,89.824,105.1436,0.5505
