Security Code,Tradingsymbol,Issuer Name
539437,IDFCFIRSTB,IDFC FIRST BANK
540154,IDFSENSEXE,BANDHAN MUTUAL FUND
504375,IDREAM,IDREAM FILM INFRASTRUCTURE COM
531840,IECEDU,IEC EDUCATION
540750,IEX,INDIAN ENERGY EXCHANGE 
507438,IFBAGRO,IFB AGRO INDUSTRIES
505726,IFBIND,IFB INDUSTRIES
500106,IFCI,IFCI
540774,IFGLEXPOR,IFGL REFRACTORIES 
535667,IFINSEC,INDIA FINSEC
539692,IFINSER,INTERACTIVE FINANCIAL SERVICES
540377,IFL,IFL ENTERPRISES
517380,IGARASHI,IGARASHI MOTORS INDIA
539449,IGCIL,IGC INDUSTRIES 
544432,IGCL,INDOGULF CROPSCIENCES 
532514,IGL,INDRAPRASTHA GAS
506945,IGLFXPL-B,INDO GULF INDUSTRIES
500199,IGPL,I G PETROCHEMICALS
532636,IIFL,IIFL FINANCE
542773,IIFLCAPS,IIFL CAPITAL SERVICES
526530,IIRM,IIRM HOLDINGS INDIA
501295,IITL,INDUSTRIAL INVESTMENT TRUST LT
531968,IITLPROJ,IITL PROJECTS
543923,IKIO,IKIO TECHNOLOGIES 
531997,IKOMA,IKOMA TECHNOLOGIES
532907,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUC
533177,IL&FSTRANS,IL&FS TRANSPORTATION NETWORKS
539056,IMAGICAA,IMAGICAAWORLD ENTERTAINMENT LI
513295,IMEC,IMEC SERVICES
533047,IMFA,INDIAN METALS & FERRO ALLOYS L
590065,IMPAL,INDIA MOTOR PARTS & ACCESSORIE
514177,IMPERA,IMPERA WORLDWIDE
532614,IMPEXFERRO,IMPEX FERRO TECH
543620,INA,INSOLATION ENERGY
531129,INANI,INANI MARBLES & INDUSTRIES
517370,INCAP,INCAP
531594,INCON,INCON ENGINEERS
538365,INCREDIBLE,INCREDIBLE INDUSTRIES
509162,INDAG,INDAG RUBBER
517077,INDAGIV,IND-AGIV COMMERCE
511473,INDBANK,INDBANK MERCHANT BANKING SERVI
523465,INDBNK,IND BANK HOUSING
511355,INDCEMCAP,INDIA CEMENTS CAPITAL
532001,INDCTST,INDUCTO STEEL
531505,INDERGR,INDERGIRI FINANCE
531253,INDGELA,INDIA GELATINE & CHEMICALS
500850,INDHOTEL,THE INDIAN HOTELS COMPANY
530005,INDIACEM,INDIA CEMENTS
500201,INDIAGLYCO,INDIA GLYCOLS
530979,INDIAHOME,INDIA HOME LOAN
513361,INDIAHOMES,INDIA HOMES 
542726,INDIAMART,INDIAMART INTERMESH 
514165,INDIANACRY,INDIAN ACRYLICS
532814,INDIANB,INDIAN BANK
509692,INDIANCARD,INDIAN CARD CLOTHING CO.LTD.
504741,INDIANHUME,INDIAN HUME PIPE CO.LTD.
501700,INDIANVSH,INDIANIVESH
539448,INDIGO,INTERGLOBE AVIATION 
543258,INDIGOPNTS,INDIGO PAINTS 
540565,INDIGRID,INDIGRID INFRA TRUST - INVIT
509051,INDINFO,INDIAN INFOTECH & SOFTWARE
544454,INDIQUBE,INDIQUBE SPACES
500202,INDLEASE,INDIA LEASE DEVELOPMENT
532240,INDNIPPON,INDIA NIPPON ELECTRICALS
524648,INDOAMIN,INDO AMINES
524342,INDOBORAX,INDO BORAX & CHEMICALS
532100,INDOCITY,INDO-CITY INFOTECH
532612,INDOCO,INDOCO REMEDIES
526887,INDOCRED,INDO CREDIT CAPITAL
524458,INDOEURO,INDO EURO INDCHEM
504092,INDOKEM,INDOKEM
544837,INDOMIM,INDO-MIM 
543769,INDONG,INDONG TEA COMPANY
500207,INDORAMA,INDO RAMA SYNTHETICS (INDIA) L
544681,INDOSMC,INDO SMC 
541336,INDOSTAR,INDOSTAR CAPITAL FINANCE LIMIT
532717,INDOTECH,INDO TECH TRANSFORMERS
533676,INDOTHAI,INDO THAI SECURITIES
541304,INDOUS,INDO US BIO-TECH 
532894,INDOWIND,INDOWIND ENERGY
501298,INDPRUD,INDUSTRIAL & PRUDENTIAL INVEST
532150,INDRAMEDCO,INDRAPRASTHA MEDICAL CORP.LTD.
526445,INDRANIB,INDRAYANI BIOTECH
536709,INDRENEW,IND RENEWABLE ENERGY
522165,INDSILHYD,INDSIL HYDRO POWER AND MANGANE
500319,INDSUCR,INDIAN SUCROSE
532305,INDSWFTLAB,IND-SWIFT LABORATORIES
533329,INDTERRAIN,INDIAN TERRAIN FASHIONS
523586,INDTONER,INDIAN TONERS & DEVELOPERS
531841,INDUSFINL,INDUS FINANCE 
532187,INDUSINDBK,INDUSIND BANK
534816,INDUSTOWER,INDUS TOWERS
524614,INDXTRA,IEL
544567,INFINITY,INFINITY INFOWAY 
541083,INFLAME,INFLAME APPLIANCES 
543644,INFOBEAN,INFOBEANS TECHNOLOGIES 
509069,INFOMEDIA,INFOMEDIA PRESS
504810,INFORTEC,INFORMED TECHNOLOGIES INDIA LT
544919,INFRAX,INFRAX RENEWABLE
537985,INFRONICS,INFRONICS SYSTEMS
500209,INFY,INFOSYS
500210,INGERRAND,INGERSOLL-RAND (INDIA)
530787,INLANPR,INLAND PRINTERS
504746,INLCM,INDIAN LINK CHAIN MANUFACTURES
543905,INNOKAIZ,INNOKAIZ INDIA
541983,INNOVATIVE,INNOVATIVE IDEALS AND SERVICES
541353,INNOVATORS,INNOVATORS FACADE SYSTEMS LIMI
544732,INNOVISION,INNOVISION 
523840,INNOVTEC,INNOVATIVE TECH PACK
543667,INOXGREEN,INOX GREEN ENERGY SERVICES LIM
539083,INOXWIND,INOX WIND 
532851,INSECTICID,INSECTICIDES (INDIA)
532774,INSPIRISYS,INSPIRISYS SOLUTIONS 
531314,INTCAPL,INTEGRA CAPITAL
526871,INTECCAP,INTEC CAPITAL
519606,INTEGFD,INTEGRATED PROTEINS
532303,INTEGHIT,INTEGRATED HITECH
505358,INTEGRAEN,INTEGRA ENGINEERING INDIA
538835,INTELLECT,INTELLECT DESIGN ARENA
532326,INTENTECH,INTENSE TECHNOLOGIES
541300,INTERISE,INTERISE TRUST
544438,INTERNET,MIRAE ASSET NIFTY INDIA INTERNET ETF
530921,INTETHR,INTEGRATED THERMOPLASTICS
505737,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDI
509709,INTLCONV,INTERNATIONAL CONVEYORS
511391,INTRGLB,INTER GLOBE FINANCE
530259,INTSTOIL,INTER STATE OIL CARRIER
533506,INVENTURE,INVENTURE GROWTH & SECURITIES
511716,INVIGO,INVIGORATED BUSINESS CONSULTIN
504786,INVPRECQ,INVESTMENT & PRECISION CASTING
532388,IOB,INDIAN OVERSEAS BANK
530965,IOC,INDIAN OIL CORPORATION
524164,IOLCP,IOL CHEMICALS & PHARMACEUTICAL
500214,IONEXCHANG,ION EXCHANGE (INDIA)
524494,IPCALAB,IPCA LABORATORIES
543311,IPL,INDIA PESTICIDES 
523638,IPRINGLTD,IP RINGS
532947,IRB,IRB INFRASTRUCTURE DEVELOPERS
540526,IRBINVIT,IRB INVIT FUND
541956,IRCON,IRCON INTERNATIONAL
542830,IRCTC,INDIAN RAILWAY CATERING AND TO
543257,IRFC,INDIAN RAILWAY FINANCE CORPORA
540735,IRIS,IRIS REGTECH SOLUTIONS 
508918,IRONWOOD,IRONWOOD EDUCATION
534920,ISERA,ISERA LIFESCIENCES
526859,ISFL,ISF
533181,ISFT,INTRASOFT TECHNOLOGIES
533033,ISGEC,ISGEC HEAVY ENGINEERING
531109,ISHANCH,ISHAN DYES AND CHEMICALS LIMIT
524400,ISHITADR,ISHITA DRUGS & INDUSTRIES
506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADER
544696,ISIFHLSG,ICICI PRUDENTIAL MUTUAL FUND
511609,ISLCONSUL,ISL CONSULTING
508807,ISTLTD,IST
524622,ISTRNETWK,ISTREET NETWORK
500875,ITC,ITC
543806,ITCONS,ITCONS E-SOLUTIONS 
532189,ITDC,INDIA TOURISM DEVELOPMENT CORP
500213,ITHL,INTERNATIONAL TRAVEL HOUSE
523610,ITI,ITI
522183,ITL,ITL INDUSTRIES
544523,IVALUE,IVALUE INFOSOLUTIONS
511208,IVC,IL&FS INVESTMENT MANAGERS
507580,IVP,IVP
533172,IVZINGOLD,INVESCO INDIA GOLD ETF
540954,IWP,THE INDIAN WOOD PRODUCTS CO. L
532341,IZMO,IZMO 
532209,J&KBANK,JAMMU & KASHMIR BANK
538422,JACKSON,JACKSON INVESTMENTS
543860,JAFINANCE,J.A. FINANCE 
507155,JAGAJITIND,JAGATJIT INDUSTRIES
530711,JAGANLAM,JAGAN LAMPS
532825,JAGJANANI,JAGJANANI TEXTILES
532705,JAGRAN,JAGRAN PRAKASHAN
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS
530601,JAGSONSER,JAGSONPAL SERVICES
532976,JAIBALAJI,JAI BALAJI INDUSTRIES
512237,JAICORPLTD,JAI CORP
514312,JAIHIND,JAIHIND INDUSTRIES
523467,JAIMATAG,JAI MATA GLASS
526865,JAINCO,JAINCO PROJECTS (INDIA)
505212,JAINEX,JAINEX AAMCOL
539119,JAINMARMO,JAIN MARMO INDUSTRIES
544537,JAINREC,JAIN RESOURCE RECYCLING LIMITE
505840,JAIPAN,JAIPAN INDUSTRIES
538564,JAMESWARREN,JAMES WARREN TEA
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES
502901,JAMSHRI,JAMSHRI REALTY
544534,JARO,JARO INSTITUTE OF TECHNOLOGY M
500220,JASCH,JASCH INDUSTRIES
514318,JATTAINDUS,JATTASHANKAR INDUSTIES
526001,JAUSPOL,JAUSS POLYMERS
524330,JAYAGROGN,JAYANT AGRO-ORGANICS
543544,JAYANT,JAYANT INFRATECH
539005,JAYATMA,JAYATMA ENTERPRISES
520066,JAYBARMARU,JAY BHARAT MARUTI
501311,JAYBHCR,JAYABHARAT CREDIT
506520,JAYCH,JAYSHREE CHEMICALS
531323,JAYIND,JAYATMA INDUSTRIES
500306,JAYKAY,JAYKAY ENTERPRISES 
522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES
509715,JAYSREETEA,JAY SHREE TEA & INDUSTRIES
524592,JAYSYNTH,JAYSYNTH ORGOCHEM
513252,JAYUSH,JAY USHIN
532605,JBMA,JBM AUTO
544524,JDCABLES,JD CABLES
524731,JENBURPH,JENBURKT PHARMACEUTICALS
543420,JETFREIGHT,JET FREIGHT LOGISTICS 
517063,JETKINGQ,JETKING INFOTRAIN
538794,JETSOLAR,JET SOLAR
540850,JFL,JHANDEWALAS FOODS 
531550,JHACC,JHAVERI CREDITS & CAPITAL
532771,JHS,JHS SVENDGAARD LABORATORIES LT
540651,JIGAR,JIGAR CABLES 
532624,JINDALPHOT,JINDAL PHOTO
500227,JINDALPOLY,JINDAL POLY FILMS
500378,JINDALSAW,JINDAL SAW
532286,JINDALSTEL,JINDAL STEEL
530405,JINDCAP,JINDAL CAPITAL
507981,JINDHOT,JINDAL HOTELS
511034,JINDRILL,JINDAL DRILLING & INDUSTRIES L
531543,JINDWORLD,JINDAL WORLDWIDE
543940,JIOFIN,JIO FINANCIAL SERVICES 
570004,JISLDVREQS,JAIN IRRIGATION SYSTEMS
500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS
540311,JITFINFRA,JITF INFRALOGISTICS
544805,JIVIAL,JIVIAL INDUSTRIES 
523062,JJFINCOR,J.J.FINANCE CORPORATION
536493,JKAGRI,JK AGRI GENETICS
532644,JKCEMENT,J.K.CEMENT
532940,JKIL,J.KUMAR INFRAPROJECTS
544547,JKIPL,JINKUSHAL INDUSTRIES 
500380,JKLAKSHMI,JK LAKSHMI CEMENT
532162,JKPAPER,JK PAPER
530007,JKTYRE,JK TYRE & INDUSTRIES
539947,JLL,JINDAL LEASEFIN
511092,JMDVL,JMD VENTURES 
523405,JMFINANCIL,JM FINANCIAL
538834,JMJFIN,JMJ FINTECH 
544853,JNPR,JUNIPER GREEN ENERGY 
532154,JOHNPHARMA,JOHNSON PHARMACARE
531861,JOINDRE,JOINDRE CAPITAL SERVICES
534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS L
531910,JOJO,JOJO
507968,JOLYPLS,JOLLY PLASTIC INDUSTRIES
542446,JONJUA,JONJUA OVERSEAS 
505750,JOSTS,JOSTS ENGINEERING CO.LTD.
536773,JPOLYINVST,JINDAL POLY INVESTMENT AND FIN
532627,JPPOWER,JAIPRAKASH POWER VENTURES LIMI
507987,JPTRLES,JUPITER INDUSTRIES & LEASING L
538765,JSHL,JLA INFRAVILLE SHOPPERS LIMITE
532508,JSL,JINDAL STAINLESS
504080,JSLINDL,JSL INDUSTRIES
544476,JSLL,JEENA SIKHO LIFECARE 
538837,JSTL,JEEVAN SCIENTIFIC TECHNOLOGY L
544480,JSWCEMENT,JSW CEMENT
533148,JSWENERGY,JSW ENERGY
532642,JSWHL,JSW HOLDINGS
500228,JSWSTEEL,JSW STEEL
520057,JTEKTINDIA,JTEKT INDIA
537254,JTLDEFENCE,JTL DEFENCE
534600,JTLIND,JTL INDUSTRIES
533155,JUBLFOOD,JUBILANT FOODWORKS
543271,JUBLINGREA,JUBILANT INGREVIA 
530019,JUBLPHARMA,JUBILANT PHARMOVA
534796,JUJHARLOGI,JUJHAR LOGISTICS 
536073,JULIEN,JULIEN AGRO INFRATECH
516078,JUMBO,JUMBO BAG
590104,JUNIORBEES,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES ETF
534623,JUPITERIN,JUPITER INFOMEDIA
535648,JUSTDIAL,JUST DIAL
544542,JUSTO,JUSTO REALFINTECH 
533272,JWL,JUPITER WAGONS
532926,JYOTHYLAB,JYOTHY LABS
504076,JYOTI,JYOTI
514448,JYOTIRES,JYOTI RESINS & ADHESIVES
513250,JYOTISTRUC,JYOTI STRUCTURES
540756,KAARYAFSL,KAARYA FACILITIES AND SERVICES
524322,KABRADG,KABRA DRUGS
524109,KABRAEXTRU,KABRA EXTRUSIONTECHNIK
524675,KABSON,KABSONS INDUSTRIES
531778,KACHCHH,KACHCHH MINERALS
531780,KACL,KAISER CORPORATION
504840,KAIRA,KAIRA CAN CO.LTD.
538833,KAIZENAGRO,KAIZEN AGRO INFRABUILD
500233,KAJARIACER,KAJARIA CERAMICS
513693,KAJARIR,KIC METALIKS
543939,KAKA,KAKA INDUSTRIES 
500234,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUST
521054,KAKTEX,KAKATIYA TEXTILES
526935,KALIND,KALIND 
530201,KALLAM,KALLAM TEXTILES
539014,KALPACOMME,KALPA COMMERCIAL 
544423,KALPATARU,KALPATARU 
538778,KALYANCAP,KALYAN CAPITALS 
513509,KALYANIFRG,KALYANI FORGE
543278,KALYANKJIL,KALYAN JEWELLERS INDIA 
514322,KAMADGIRI,KAMADGIRI FASHION
532468,KAMAHOLD,KAMA HOLDINGS
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION
526668,KAMATHOTEL,KAMAT HOTELS (INDIA)
539659,KAMATS,VIKRAM KAMATS HOSPITALITY LIMI
532741,KAMDHENU,KAMDHENU 
543747,KAMOPAINTS,KAMDHENU VENTURES 
506184,KANANIIND,KANANI INDUSTRIES
538896,KANCHI,KANCHI KARPOORAM
541005,KANCOTEA,KANCO TEA & INDUSTRIES
500236,KANELIND,KANEL INDUSTRIES
544693,KANISHK,KANISHK ALUMINIUM INDIA LIMITE
544911,KANOHAR,KANOHAR ELECTRICALS 
506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES
507779,KANPRPLA,KANPUR PLASTIPACK
500165,KANSAINER,KANSAI NEROLAC PAINTS
513456,KANSHST,KANISHK STEEL INDUSTRIES
540515,KANUNGO,KANUNGO FINANCIERS
539679,KAPILRAJ,KAPIL RAJ FINANCE
544917,KARAMTARA,KARAMTARA ENGINEERING
526115,KARANWO,KARAN WOO-SIN
544511,KARBON,KARBONSTEEL ENGINEERING LIMITE
533451,KARMAENG,KARMA ENERGY
538928,KARNAVATI,KARNAVATI FINANCE 
531671,KARNAWATI,KARNAWATI INNOVATION 
501151,KARTKIN,KARTIK INVESTMENTS TRUST
590003,KARURVYSYA,KARUR VYSYA BANK
544688,KASTURI,KASTURI METAL COMPOSITE LIMITE
531126,KATIPATANG,KATI PATANG LIFESTYLE
502933,KATRSPG,KATARE SPINNING MILLS
532925,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVEL
590041,KAVDEFENCE,KAVVERI DEFENCE &AMP; WIRELESS
539276,KAYA,KAYA 
504084,KAYCEEI,KAYCEE INDUSTRIES
543664,KAYNES,KAYNES TECHNOLOGY INDIA LIMITE
530255,KAYPOWR,KAY POWER AND PAPER
530357,KBSINDIA,KBS INDIA
540696,KCDGROUP,KCD INDUSTRIES INDIA
531784,KCLINFRA,KCL INFRA PROJECTS 
590066,KCP,K.C.P.LTD.
533192,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORA
537784,KCSL,KARNIMATA COLD STORAGE
532054,KDDL,KDDL
512595,KDGREEN,KD GREEN INDUSTRIES 
539788,KDML,KHEMANI DISTRIBUTORS & MARKETI
532714,KEC,KEC INTERNATIONAL
533193,KECL,KIRLOSKAR ELECTRIC COMPANY
526677,KEEPLEARN,DSJ KEEP LEARNING
518011,KEERTHI,KEERTHI INDUSTRIES
517569,KEI,KEI INDUSTRIES
539620,KEIL,KANORIA ENERGY & INFRASTRUCTUR
539599,KEL,KOTIA ENTERPRISES 
506528,KELENRG,KELTECH ENERGIES
519602,KELLTONTEC,KELLTON TECH SOLUTIONS
531163,KEMISTAR,KEMISTAR CORPORATION
506530,KEMP,KEMP & COMPANY
530547,KENFIN,KEN FINANCIAL SERVICES
505890,KENNAMET,KENNAMETAL INDIA
540953,KENVI,KENVI JEWELS 
530163,KERALAYUR,KERALA AYURVEDA
532686,KERNEX,KERNEX MICROSYSTEMS (INDIA) LT
543542,KESAR,KESAR INDIA
507180,KESARENT,KESAR ENTERPRISES
524174,KESARPE,KESAR PETROPRODUCTS
502937,KESORAMIND,KESORAM INDUSTRIES
537392,KETOMOTORS,KETO MOTORS 
507948,KEYCORP,KEY CORP
512597,KEYFINSERV,KEYNOTE FINANCIAL SERVICES LIM
507474,KFBL,KOTHARI FERMENTATION & BIOCHEM
543720,KFINTECH,KFIN TECHNOLOGIES 
500239,KGDENIM,KG DENIM
543289,KGES,KUBERAN GLOBAL EDU SOLUTIONS L
531609,KGPETRO,KG PETROCHEM
540775,KHADIM,KHADIM INDIA 
507794,KHAICHEM,KHAITAN CHEMICALS & FERTILIZER
590068,KHAITANLTD,KHAITAN (INDIA)
531892,KHANDSE,KHANDWALA SECURITIES
543953,KHAZANCHI,KHAZANCHI JEWELLERS 
535730,KHOOBSURAT,KHOOBSURAT
531692,KHYATI,KHYATI MULTIMEDIA-ENTERTAINMEN
544711,KIAASA,KIAASA RETAIL
533302,KICL,KALYANI INVESTMENT COMPANY
507946,KIDUJA,KIDUJA INDIA
535566,KIFS,KIFS FINANCIAL SERVICES
524500,KILITCH,KILITCH DRUGS (INDIA)
530313,KIMIABL,KIMIA BIOSCIENCES
543308,KIMS,KRISHNA INSTITUTE OF MEDICAL S
500240,KINETICENG,KINETIC ENGINEERING
531274,KINETRU,KINETIC TRUST
524019,KINGFA,KINGFA SCIENCE & TECHNOLOGY (I
530215,KINGSINFR,KINGS INFRA VENTURES
540680,KIOCL,KIOCL 
531413,KIRANPR,KIRAN PRINT-PACK
530443,KIRANSY-B,KIRAN SYNTEX
537750,KIRANVYPAR,KIRAN VYAPAR
532967,KIRIINDUS,KIRI INDUSTRIES
500245,KIRLFER,KIRLOSKAR FERROUS INDUSTRIES L
500241,KIRLOSBROS,KIRLOSKAR BROTHERS
533293,KIRLOSENG,KIRLOSKAR OIL ENGINES
500243,KIRLOSIND,KIRLOSKAR INDUSTRIES
505283,KIRLPNU,KIRLOSKAR PNEUMATIC CO.LTD.
519230,KISAAN,KISAAN PARIVAR INDUSTRIES LIMI
530145,KISAN,KISAN MOULDINGS
544754,KISSHT,ONEMI TECHNOLOGY SOLUTIONS LIM
521248,KITEX,KITEX GARMENTS
532304,KJMCCORP,KJMC CORPORATE ADVISORS (INDIA
530235,KJMCFIN,KJMC FINANCIAL SERVICES
526409,KKALPANAIND,KKALPANA INDUSTRIES (INDIA) LT
532732,KKCL,KEWAL KIRAN CLOTHING
544624,KKSILK,K K SILK MILLS
544856,KLASSROOM,FUSION KLASSROOM EDUTECH LIMIT
522101,KLBRENG-B,KILBURN ENGINEERING
507598,KLRFM,KOVILPATTI LAKSHMI ROLLER FLOU
524520,KMCSHIL,KMC SPECIALITY HOSPITALS (INDI
543273,KMEW,KNOWLEDGE MARINE & ENGINEERING
531578,KMFBLDR,KMF BUILDERS & DEVELOPERS
519415,KMGMILK,KMG MILK FOOD
540468,KMSMEDI,KMS MEDISURGI 
532673,KMSUGAR,K.M.SUGAR MILLS
544814,KNACK,KNACK PACKAGING
532942,KNRCON,KNR CONSTRUCTIONS
531541,KOBO,KOBO BIOTECH
512559,KOHINOOR,KOHINOOR FOODS
530565,KOIYAIN,KOIYA INTERNATIONAL
523207,KOKUYOCMLN,KOKUYO CAMLIN
532924,KOLTEPATIL,KOLTE-PATIL DEVELOPERS
532397,KONNDOR,KONNDOR INDUSTRIES
524280,KOPRAN,KOPRAN
500247,KOTAKBANK,KOTAK MAHINDRA BANK
530299,KOTHARIPRO,KOTHARI PRODUCTS
509732,KOTIC,KOTHARI INDUSTRIAL CORPORATION
544726,KOTYARK,KOTYARK INDUSTRIES 
523323,KOVAI,KOVAI MEDICAL CENTER & HOSPITA
539686,KPEL,K.P. ENERGY 
542323,KPIGREEN,KPI GREEN ENERGY 
522287,KPIL,KALPATARU PROJECTS INTERNATION
542651,KPITTECH,KPIT TECHNOLOGIES
539997,KPL,KWALITY PHARMACEUTICALS LIMITE
532889,KPRMILL,K.P.R.MILL
505299,KPT,KPT INDUSTRIES
542459,KRANTI,KRANTI INDUSTRIES 
544811,KRATIKAL,KRATIKAL TECH
530813,KRBL,KRBL
524518,KREBSBIO,KREBS BIOCHEMICALS & INDUSTRIE
530139,KREONFIN,KREON FINNANCIAL SERVICES
531328,KRETTOSYS,KRETTO SYSCON
533482,KRIDHANINF,KRIDHAN INFRA
500248,KRIFILIND,KRISHNA FILAMENT INDUSTRIES LI
504392,KRISHNA,KRISHNA VENTURES
526423,KRITI,KRITI INDUSTRIES (INDIA)
533210,KRITINUT,KRITI NUTRIENTS
514360,KRRAIL,K&R RAIL ENGINEERING
543328,KRSNAA,KRSNAA DIAGNOSTICS 
544481,KRT,KNOWLEDGE REALTY TRUST - REIT
544509,KRUPALU,KRUPALU METALS 
523550,KRYPTONQ,KRYPTON INDUSTRIES
500249,KSB,KSB
532899,KSCL,KAVERI SEED COMPANY
519421,KSE,KSE
544664,KSHINTL,KSH INTERNATIONAL
500235,KSL,KALYANI STEELS
543599,KSOLVES,KSOLVES INDIA 
544615,KSR,KSR FOOTWEAR 
516038,KSSMART,KS SMART TECHNOLOGIES 
533289,KTIL,KESAR TERMINALS & INFRASTRUCTU
532652,KTKBANK,KARNATAKA BANK
532937,KUANTUM,KUANTUM PAPERS
539408,KUBERJI,KUBER UDYOG 
526869,KUMPFIN,KUMBHAT FINANCIAL SERVICES
523594,KUNSTOFF,KUNSTSTOFFE INDUSTRIES
514240,KUSHIND,KUSH INDUSTRIES 
544821,KUSUMGAR,KUSUMGAR 
530421,KUWERIN,KUWER INDUSTRIES
513369,KVFORGE,KRISHANVEER FORGE
544554,KVSCASTING,KVS CASTINGS 
544641,KVTOYS,K. V. TOYS INDIA
544895,KWICK,KWICK FORENSIC SOLUTIONS LIMIT
544622,KWIL,KWALITY WALLS (INDIA) 
511728,KZLFIN,K.Z.LEASING & FINANCE
543830,LABELKRAFT,LABELKRAFT TECHNOLOGIES LIMITE
524202,LACTOSE,LACTOSE (INDIA)
530577,LADDERUP,LADDERUP FINANCE
537707,LADDU,LADDU GOPAL ONLINE SERVICES LI
524522,LAFFANSQ,LAFFANS PETROCHEMICALS
540026,LAHL,LADAM AFFORTABLE HOUSING LIMIT
531842,LAHOTIOV,LAHOTI OVERSEAS
519612,LAKESHORE,LAKE SHORE REALTY
535387,LAKHOTIA,LAKHOTIA POLYESTERS (INDIA) LT
506079,LAKPRE,LAKSHMI PRECISION SCREWS
504258,LAKSELEC,LAKSHMI ELECTRICAL CONTROL SYS
505302,LAKSHMIEW,LAKSHMI ENGINEERING AND WAREHO
502958,LAKSHMIMIL,LAKSHMI MILLS COMPANY
540952,LAL,LORENZINI APPARELS
544879,LALITHAA,LALITHAA JEWELLERY MART LIMITE
539524,LALPATHLAB,DR. LAL PATHLABS 
590075,LAMBODHARA,LAMBODHARA TEXTILES
539841,LANCER,LANCER CONTAINER LINES 
509048,LANCORHOL,LANCOR HOLDINGS
532275,LANDMARC,LANDMARC LEISURE CORPORATION L
543714,LANDMARK,LANDMARK CARS
533090,LANDSMILL,LANDSMILL GREEN 
526947,LAOPALA,LA OPALA RG
544863,LAPL,LAPL AUTOMOTIVE
544822,LASERPOWER,LASER POWER & INFRA 
526961,LASTMILE,LAST MILE ENTERPRISES
543398,LATENTVIEW,LATENT VIEW ANALYTICS 
505693,LATIMMETAL,LA TIM METAL & INDUSTRIES LIMI
540222,LAURUSLABS,LAURUS LABS 
544465,LAXMIINDIA,LAXMI INDIA FINANCE
537669,LAXMIPATI,LAXMIPATI ENGINEERING WORKS LI
532019,LCCINFOTEC,LCC INFOTECH
544918,LCCPROJECT,LCC PROJECTS
544839,LCL,LOHIA CORP 
531288,LEADFIN,LEAD FINANCIAL SERVICES
544865,LEAPIND,LEAP INDIA 
517415,LEENEE,LEE & NEE SOFTWARES (EXPORTS)
532829,LEHAR,LEHAR FOOTWEARS
539814,LELAVOIR,LE LAVOIR
541233,LEMONTREE,LEMON TREE HOTELS 
544600,LENSKART,LENSKART SOLUTIONS 
502250,LERTHAI,LERTHAI FINANCE
533602,LESHAIND,LESHA INDUSTRIES
544797,LESL,LEAPFROG ENGINEERING SERVICES
541196,LEX,LEX NIMBLE SOLUTIONS 
512345,LEXGLOBAL,LEXORA GLOBAL
531944,LEXORAA,LEXORAA INDUSTRIES
500250,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.
533007,LGBFORGE,LGB FORGE
544576,LGEINDIA,LG ELECTRONICS INDIA 
544489,LGT,LGT GLOBAL HOSPITALITY
526596,LIBERTSHOE,LIBERTY SHOES
531027,LIBORD,LIBORD SECURITIES
511593,LIBORDFIN,LIBORD FINANCE
500253,LICHSGFIN,LIC HOUSING FINANCE
543526,LICI,LIFE INSURANCE CORPORATION OF
539480,LICNETFN50,LIC MF NIFTY 50 ETF
539487,LICNETFSEN,LIC MF BSE SENSEX ETF
539784,LICNFNHGP,LIC MF NIFTY 100 ETF
539927,LIKHAMI,LIKHAMI CONSULTING
543240,LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITE
507759,LIMECHM,LIME CHEMICALS
531241,LINC,LINC
531633,LINCOLN,LINCOLN PHARMACEUTICALS
523457,LINDEINDIA,LINDE INDIA 
524748,LINKPH,LINK PHARMA CHEM
544796,LIOTECH,LIOTECH INDUSTRIES
526604,LIPPISYS,LIPPI SYSTEMS
590096,LIQUIDBEES,NIPPON INDIA NIFTY 1D RATE LIQUID BEES ETF
540192,LKPSEC,LKP SECURITIES 
540360,LLFICL,LEADING LEASING FINANCE AND IN
539992,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMIT
512463,LLOYDSENT,LLOYDS ENTERPRISES
512455,LLOYDSME,LLOYDS METALS AND ENERGY
500252,LMW,LMW 
543287,LODHA,LODHA DEVELOPERS 
543746,LOGICA,LOGICA INFOWAY
544625,LOGICIEL,LOGICIEL SOLUTIONS 
532740,LOKESHMACH,LOKESH MACHINES
