Date,Client_Index_Futures_Long,Client_Index_Futures_Short,Client_Index_Futures_Net,Client_Stock_Futures_Long,Client_Stock_Futures_Short,Client_Stock_Futures_Net,Client_Index_Call_Long,Client_Index_Call_Short,Client_Index_Put_Long,Client_Index_Put_Short,DII_Index_Futures_Long,DII_Index_Futures_Short,DII_Index_Futures_Net,DII_Stock_Futures_Long,DII_Stock_Futures_Short,DII_Stock_Futures_Net,DII_Index_Call_Long,DII_Index_Call_Short,DII_Index_Put_Long,DII_Index_Put_Short,FII_Index_Futures_Long,FII_Index_Futures_Short,FII_Index_Futures_Net,FII_Stock_Futures_Long,FII_Stock_Futures_Short,FII_Stock_Futures_Net,FII_Index_Call_Long,FII_Index_Call_Short,FII_Index_Put_Long,FII_Index_Put_Short,Pro_Index_Futures_Long,Pro_Index_Futures_Short,Pro_Index_Futures_Net,Pro_Stock_Futures_Long,Pro_Stock_Futures_Short,Pro_Stock_Futures_Net,Pro_Index_Call_Long,Pro_Index_Call_Short,Pro_Index_Put_Long,Pro_Index_Put_Short,Total_Index_Futures_OI,FII_Long_Ratio_Pct
2026-02-11,142830,65495,77335,2838661,333265,2505396,2180910,2215370,2117436,2349093,115138,33397,81741,298674,4402488,-4103814,1117,307,63587,307,52535,184750,-132215,3824236,2541196,1283040,526982,515939,756022,531590,25704,52565,-26861,832605,517227,315378,853581,830975,887376,943431,336207,22.14
2026-02-12,144763,68668,76095,2857540,339768,2517772,2910193,2850305,2157792,2496082,109727,33414,76313,298380,4402081,-4103701,1077,200,62787,200,52380,185587,-133207,3843806,2574969,1268837,612747,628718,808195,562303,31284,50485,-19201,869340,552248,317092,1093286,1138080,930527,900716,338154,22.01
2026-02-13,153536,70135,83401,2867710,329829,2537881,3716250,3705613,2035949,2594250,110317,33714,76603,305296,4416221,-4110925,1077,200,58287,200,46668,194241,-147573,3868334,2637295,1231039,851673,823966,952462,581462,39364,51795,-12431,901614,559609,342005,1413996,1453218,1001443,872228,349885,19.37
2026-02-16,148863,68617,80246,2849715,326200,2523515,3089315,3220939,3078014,3487722,111287,33648,77639,312524,4416748,-4104224,1077,200,56917,200,48627,193765,-145138,3877753,2640847,1236906,712009,676107,1040807,712479,38952,51699,-12747,917548,573745,343803,1233135,1138290,1429115,1404451,347729,20.06
2026-02-17,152575,70061,82514,2864891,333870,2531021,1741236,1818876,1803932,2059356,109813,34029,75784,320312,4384762,-4064450,1077,200,53517,200,52273,193531,-141258,3879752,2674547,1205205,471139,441781,769873,468495,37222,54262,-17040,934079,605855,328224,662640,615234,702783,802055,351883,21.27
2026-02-18,150828,75218,75610,2888983,340490,2548493,2034514,2171999,2392328,2585992,105780,34279,71501,327768,4361558,-4033790,1062,0,53517,0,56507,191101,-134594,3908364,2706784,1201580,538210,504300,837370,570359,45678,58195,-12517,955648,671931,283717,830420,727907,993475,1120338,358793,22.82
2026-02-19,160183,70597,89586,2853916,331810,2522106,3307052,3287721,1996277,2463395,102749,38985,63764,349455,4308453,-3958998,1062,0,50467,0,60242,198114,-137872,3888842,2720326,1168516,754412,778004,906741,569056,39218,54696,-15478,916152,647776,268376,1314823,1311624,995474,916507,362392,23.32
2026-02-20,151247,75354,75893,2818714,335519,2483195,2911784,3148473,2504251,2933036,103719,38020,65699,374011,4327099,-3953088,1062,0,53867,0,68265,201929,-133664,3945434,2706157,1239277,752420,691865,979273,674386,48148,56076,-7928,849718,619102,230616,1236880,1061807,1301743,1231712,371379,25.27
2026-02-23,149439,80135,69304,2800718,342607,2458111,3226605,3287658,2956258,3384792,99280,38020,61260,406862,4326009,-3919147,1062,0,66546,0,90600,219685,-129085,4005907,2725467,1280440,771151,721268,1033027,699229,55834,57313,-1479,798188,617592,180596,1237450,1227342,1404717,1376525,395153,29.2
2026-02-24,142457,64443,78014,2694845,255552,2439293,1673468,1605132,1217388,1571024,97108,41148,55960,154745,4207401,-4052656,1045,0,52687,0,39296,145367,-106071,3899020,2664669,1234351,336850,397221,581569,273297,11228,39131,-27903,638022,259010,379012,501411,510420,501103,508425,290089,21.28
2026-02-25,139146,66086,73060,2731514,280095,2451419,2244383,2166967,1616533,1981903,97028,45293,51735,159424,4228320,-4068896,1045,0,52687,0,37982,142463,-104481,3931889,2682197,1249692,411347,479995,659292,366800,14050,34364,-20314,656076,288291,367785,786091,795903,766075,745883,288206,21.05
2026-02-26,141740,67081,74659,2788769,315193,2473576,2593341,2520801,1879159,2291165,97384,45553,51831,169546,4251273,-4081727,1045,0,52967,0,39526,142506,-102980,3955462,2706229,1249233,493086,579842,718615,420800,12143,35653,-23510,663394,304476,358918,884899,871728,944285,883061,290793,21.71
2026-02-27,177227,84386,92841,2823343,317188,2506155,3766982,3627735,1886232,2486600,97465,46043,51422,176442,4298458,-4122016,1045,0,52967,604,36283,160651,-124368,3952691,2734857,1217834,687857,773014,803705,420555,23236,43131,-19895,707645,309618,398027,1267995,1323129,1006962,842107,334211,18.42
2026-03-02,193922,97767,96155,2804845,325762,2479083,1642968,1557634,1182675,1624154,96873,35061,61812,190791,4308592,-4117801,1045,0,50049,604,34972,179445,-144473,3973164,2751442,1221722,364529,423867,699693,334557,29447,42941,-13494,731393,314397,416996,537216,564258,615816,588919,355214,16.31
2026-03-04,215061,106956,108105,2828188,318202,2509986,2037924,1877227,1469815,1843160,80456,34709,45747,207644,4340490,-4132846,1045,750,42783,750,30863,194576,-163713,3952541,2744221,1208320,464576,543758,769507,426278,55419,45558,9861,746083,331543,414540,741840,823649,794081,805998,381799,13.69
2026-03-05,211370,110445,100925,2834780,325292,2509488,2326286,2166264,1843853,2258609,83350,33964,49386,217068,4337306,-4120238,1745,651,34561,651,33450,195298,-161848,3930931,2737283,1193648,500151,622907,850913,486239,54634,43097,11537,750684,333582,417102,805901,844262,909852,893681,382804,14.62
2026-03-06,227692,113601,114091,2870786,344004,2526782,2963862,2715835,1819111,2451839,81660,33814,47846,226272,4351759,-4125487,775,651,30241,651,30320,204611,-174291,3936464,2757867,1178597,594054,768499,939305,486290,59089,46735,12354,764345,344237,420108,981106,1054811,1000636,850514,398761,12.91
2026-03-09,245808,128120,117688,2835751,328851,2506900,3022076,2770071,2341316,2819762,81908,34106,47802,234956,4395041,-4160085,775,797,27549,339,31806,225708,-193902,3979894,2766095,1213799,658451,816277,1061920,666471,79230,50818,28412,789630,350244,439386,1111234,1205390,1212452,1156665,438752,12.35
2026-03-10,248732,130286,118446,2875717,330836,2544881,1860523,1660837,1379942,1838349,80934,34817,46117,241872,4421473,-4179601,75,651,27056,485,31946,219016,-187070,3988618,2764435,1224183,473418,602301,849682,433295,73101,50594,22507,776068,365531,410537,697434,767660,724258,708809,434713,12.73
2026-03-11,267685,136538,131147,2883913,353642,2530271,2667383,2312041,1576240,2148347,81146,29432,51714,250234,4394359,-4144125,75,653,26911,651,31623,237924,-206301,3994687,2801766,1192921,527268,712235,904513,451776,78698,55258,23440,803858,382925,420933,950550,1120346,914433,821324,459152,11.73
2026-03-12,274224,134777,139447,2887656,358676,2528980,2887234,2516290,1910931,2425958,80026,24760,55266,259501,4416591,-4157090,75,959,24209,651,30464,256791,-226327,4017942,2827276,1190666,563333,777753,926279,514030,78869,47255,31614,834608,397164,437444,981799,1137439,906014,826793,463583,10.61
2026-03-13,293089,136811,156278,2866531,355024,2511507,3340427,2970683,1985818,2534319,80404,19992,60412,271017,4421746,-4150729,275,1559,22252,651,32283,292823,-260540,4061906,2882781,1179125,695459,956015,1049392,593868,96307,52457,43850,877112,417015,460097,1307453,1415357,962535,891159,502083,9.93
2026-03-16,280165,137332,142833,2835736,347969,2487767,3339404,2984715,2650930,3190407,79390,16082,63308,276317,4405664,-4129347,586,1559,22252,651,38494,287263,-248769,4084551,2899659,1184892,622855,867535,1084175,658075,80352,37724,42628,889002,432314,456688,1209976,1319012,1353098,1261322,478401,11.82
2026-03-17,273573,137641,135932,2844169,352899,2491270,2014573,1735115,1667116,2034261,76102,17042,59060,279534,4386165,-4106631,666,731,22754,603,40496,281271,-240775,4090500,2920359,1170141,466168,630816,853355,464611,81699,35916,45783,894815,449595,445220,821628,936372,813274,857024,471870,12.59
2026-03-18,268491,139221,129270,2857231,364761,2492470,2350471,2089893,2074973,2450442,73483,19146,54337,293153,4353330,-4060177,719,731,24304,604,44432,270229,-225797,4068910,2936299,1132611,512819,688030,928890,554542,81448,39258,42190,904959,469863,435096,924573,1009929,1088845,1111425,467854,14.12
2026-03-19,282640,131344,151296,2841348,345875,2495473,2768350,2435737,1938698,2455670,71894,20180,51714,353318,4315992,-3962674,3144,951,26804,604,45130,274082,-228952,4037980,3031707,1006273,574599,798103,973356,559315,71452,45510,25942,956510,495582,460928,1101650,1212952,1002030,925299,471116,14.14
2026-03-20,280172,132226,147946,2873818,346218,2527600,3058696,2711142,2251928,2812962,71121,21470,49651,366771,4354012,-3987241,3364,951,32004,604,47246,281754,-234508,4086039,3083731,1002308,653690,901910,1053159,613463,81993,45082,36911,989322,531989,457333,1130865,1232611,1080788,990849,480532,14.36
2026-03-23,284282,134482,149800,2815592,335622,2479970,3345970,2948864,2281686,2811452,79197,17385,61812,388341,4349972,-3961631,3424,956,32004,0,51014,294975,-243961,4142574,3139881,1002693,733467,988342,1064583,625313,81637,49288,32349,1041624,562656,478968,1376478,1521176,1139331,1080839,496130,14.74
2026-03-24,275559,127032,148527,2798651,318824,2479827,2097855,1698917,1537840,2008727,82328,16435,65893,402645,4336515,-3933870,3589,651,28846,0,47426,296138,-248712,4118086,3127247,990839,540706,804497,966413,545342,84250,49958,34292,966080,502876,463204,737709,875795,805322,784351,489563,13.8
2026-03-25,262795,128034,134761,2776598,320021,2456577,2322150,2026701,2111522,2573478,86065,18530,67535,421958,4280074,-3858116,3697,651,27104,0,48853,286979,-238126,4153709,3172832,980877,589607,811089,1018100,616021,85164,49334,35830,914994,494332,420662,856477,933490,1094704,1061931,482877,14.55
2026-03-27,287333,121797,165536,2785579,325658,2459921,2980743,2669679,2213747,2746340,87554,16103,71451,442661,4263847,-3821186,3862,651,27469,0,61970,341437,-279467,4135585,3212839,922746,756766,967312,1067058,658579,91005,48525,42480,941158,502639,438519,1128572,1232301,1163458,1066813,527862,15.36
2026-03-30,285908,105165,180743,2613946,254327,2359619,1550873,1213933,976166,1401569,87937,14096,73841,295581,4139453,-3843872,3498,644,27457,40,57265,321311,-264046,4083040,3100370,982670,270111,502548,625831,262259,53803,44341,9462,751345,249762,501583,513880,621238,498516,464102,484913,15.13
2026-04-01,262912,83659,179253,2567270,178236,2389034,1986481,1698050,1372834,1834347,90198,16064,74134,303418,4178526,-3875108,3898,644,27901,40,63475,328296,-264821,4118208,3085455,1032753,376141,630531,702669,346355,51666,40232,11434,734562,281241,453321,688326,725620,702351,625013,468251,16.2
2026-04-02,267437,89885,177552,2534912,174141,2360771,2208301,2020264,1927751,2303469,95737,18946,76791,313344,4182522,-3869178,4308,1254,28970,0,68058,336078,-268020,4172653,3117438,1055215,411595,661152,784638,460252,53697,40020,13677,747726,294534,453192,809737,751272,907925,885563,484929,16.84
2026-04-06,266704,88614,178090,2567517,176572,2390945,2451986,2292679,2577949,2939748,95606,19851,75755,318784,4209363,-3890579,4978,1244,31410,604,72568,341030,-268462,4186991,3115883,1071108,444173,676826,864956,547028,54259,39642,14617,746608,318082,428526,1018050,948438,1152817,1139752,489137,17.55
2026-04-07,259127,90686,168441,2562749,188424,2374325,1522281,1361701,1314678,1704951,93469,26551,66918,327454,4184887,-3857433,5551,1269,32110,302,75768,335203,-259435,4178733,3120209,1058524,335168,541912,698495,377686,62931,38855,24076,756084,331500,424584,673541,631659,695937,658281,491295,18.44
2026-04-08,229041,77876,151165,2544830,197584,2347246,1949347,1789829,1866957,2159625,95118,28926,66192,343851,4137891,-3794040,2956,1233,32710,302,82405,309805,-227400,4201330,3110741,1090589,427437,622244,730094,441602,53167,43124,10043,724556,368351,356205,801630,768063,780783,809016,459731,21.01
2026-04-09,237159,74395,162764,2577202,207035,2370167,2491143,2292963,1963433,2429318,94629,28948,65681,348918,4137813,-3788895,2642,1233,32829,604,79006,306724,-227718,4218217,3136221,1081996,461675,686827,800192,468479,45569,46296,-727,733960,397228,336732,925731,900169,870938,768992,456363,20.48
2026-04-10,219017,75813,143204,2577665,221447,2356218,2484395,2357634,2403652,2862845,91810,28878,62932,370245,4110454,-3740209,2165,1233,53621,502,81432,287659,-206227,4212447,3133418,1079029,517932,696530,873651,540390,45424,45333,91,735893,430931,304962,1076950,1026046,1115411,1042597,437683,22.06
2026-04-13,218196,76874,141322,2593506,225493,2368013,1539710,1487247,1331269,1786186,92448,29033,63415,387339,4110452,-3723113,2095,1233,48671,302,80652,289006,-208354,4184966,3153298,1031668,417588,568582,749011,407790,49127,45510,3617,763633,440201,323432,728731,631063,759098,693771,440423,21.82
2026-04-15,215741,78234,137507,2601203,241336,2359867,1998838,1920259,1832864,2288452,95189,29419,65770,402034,4092443,-3690409,2230,931,47052,140,73089,273807,-200718,4163870,3121543,1042327,416458,581517,751302,425656,50867,53426,-2559,778788,490573,288215,827944,742763,884247,801217,434886,21.07
2026-04-16,222376,80290,142086,2646071,262082,2383989,2636403,2428078,2037970,2592554,93025,29778,63247,385273,4062239,-3676966,2471,961,49322,442,68391,267380,-198989,4146180,3124368,1021812,436038,651704,813186,442145,46659,53003,-6344,797344,526179,271165,972579,966749,1008980,874317,430451,20.37
2026-04-17,214400,82681,131719,2657230,275354,2381876,2848387,2829292,2661560,3105594,91130,29768,61362,398687,4068092,-3669405,2097,821,53952,604,68019,258972,-190953,4151038,3119067,1031971,491399,632096,857527,535582,51500,53628,-2128,827252,571694,255558,1038979,918653,1118095,1049354,425049,20.8
2026-04-20,208548,78333,130215,2656388,272340,2384048,2675484,2633228,2625621,3116893,86243,29768,56475,407959,4044117,-3636158,3287,951,52572,906,67105,256866,-189761,4141876,3130146,1011730,513539,693549,888902,592057,51620,48549,3071,843202,602822,240380,1130078,994660,1243844,1101084,413516,20.71
2026-04-21,192664,86488,106176,2665653,280637,2385016,1663740,1660920,1741028,2121722,88809,29488,59321,417489,4057898,-3640409,4537,509,57172,489,72108,246056,-173948,4153809,3115078,1038731,436467,567780,735411,435080,55906,47455,8451,854286,637624,216662,773224,648760,801458,777778,409487,22.66
2026-04-22,205111,80972,124139,2752976,284771,2468205,2261880,2147337,1895174,2414186,88591,29638,58953,417836,4060216,-3642380,4548,520,54622,489,70406,253720,-183314,4138764,3169231,969533,469533,678084,819012,473066,51253,51031,222,904743,700101,204642,907574,817593,927862,808931,415361,21.72
2026-04-23,208638,81896,126742,2803205,286142,2517063,2772856,2586746,2010009,2671957,85098,29980,55118,433772,4064601,-3630829,3892,825,53422,479,68000,258914,-190914,4095741,3197895,897846,495010,741870,856649,481179,54714,45660,9054,840039,624119,215920,1050361,992678,1073598,840062,416450,20.8
2026-04-24,223706,85849,137857,2868654,274913,2593741,3167562,3002126,2037739,2771850,82381,29436,52945,448251,4132496,-3684245,3287,840,51709,464,64025,268104,-204079,4106561,3238021,868540,658740,885490,906190,522378,60769,47492,13277,848199,626235,221964,1387604,1328737,1223176,924122,430881,19.28
2026-04-27,217515,87270,130245,2867625,277230,2590395,3009809,2890247,2537363,3123341,81382,29540,51842,472323,4162797,-3690474,4517,1120,55009,464,65665,271646,-205981,4157509,3257251,900258,620796,825375,944737,616983,73293,49399,23894,855321,655500,199821,1322701,1241081,1355162,1151482,437855,19.47
2026-04-28,197800,73242,124558,2780043,213320,2566723,1691540,1479932,1135674,1710981,74324,29166,45158,258333,4053650,-3795317,20,0,49158,2,30223,200901,-170678,3963869,3168711,795158,255953,457771,602178,258666,27492,26530,962,739301,305865,433436,578389,588199,677652,495013,329839,13.08
2026-04-29,193687,76125,117562,2805435,229853,2575582,1987715,1832240,1542101,2095516,74581,29139,45442,263087,4105077,-3841990,4250,320,49874,302,28830,199888,-171058,4033261,3204357,828904,293574,509632,653116,319965,33914,25860,8054,769704,332200,437504,695785,639133,821986,651294,331012,12.61
2026-04-30,205791,75633,130158,2849272,229166,2620106,2329462,2202648,1671237,2388599,75170,36763,38407,273638,4154819,-3881181,1998,1041,59480,602,27506,211982,-184476,4021980,3223174,798806,351772,572110,715640,356275,42884,26973,15911,804566,342297,462269,865299,772732,1008791,709672,351351,11.49
2026-05-04,215911,77389,138522,2900610,239668,2660942,3324305,3110216,2127386,2782422,75321,36713,38608,275896,4194334,-3918438,950,1009,68730,602,29308,221880,-192572,4044445,3238607,805838,563705,750271,802982,451750,44266,28824,15442,831680,380022,451658,1224068,1251533,1135601,899926,364806,11.67
2026-05-05,222279,80575,141704,2941026,247758,2693268,1845755,1630719,1325304,1969630,75336,39983,35353,281353,4215594,-3934241,950,432,65802,2,29599,227732,-198133,4059526,3268254,791272,289256,496740,690801,308510,49510,28434,21076,846274,396573,449701,643971,652042,806744,610509,376724,11.5
2026-05-06,213726,83406,130320,2964791,244369,2720422,2041767,2010078,1909683,2486421,75394,39401,35993,295710,4262397,-3966687,1434,702,66292,58,35750,230345,-194595,4086060,3287020,799040,368811,559231,751767,395364,60759,32477,28282,867102,419877,447225,843307,685309,1027724,873624,385629,13.44
2026-05-07,223840,83695,140145,3026067,260194,2765873,2511876,2370611,2065030,2786015,75341,38201,37140,303723,4239720,-3935997,1434,702,59092,58,37177,233125,-195948,4074387,3332477,741910,356458,613358,781143,402957,58117,39454,18663,867220,439006,428214,937627,822725,1150181,866416,394475,13.75
2026-05-08,236329,86420,149909,3073729,261055,2812674,2956938,2766242,2140675,2884175,74899,35553,39346,299120,4249159,-3950039,1434,732,57802,354,34616,244728,-210112,4042221,3359338,682883,472541,722675,817039,431086,59076,38219,20857,896600,442118,454482,1079081,1020344,1160190,860090,404920,12.39
2026-05-11,248266,91006,157260,3088887,261165,2827722,3809959,3481152,2258306,2975724,73012,35093,37919,298134,4266593,-3968459,1434,1057,56102,354,33374,254343,-220969,4041777,3383122,658655,523725,822482,859256,446661,65601,39811,25790,923361,441279,482082,1351404,1381832,1180004,930930,420253,11.6
2026-05-12,274236,95887,178349,3075599,261831,2813768,2288344,1854505,1346589,2056677,70954,35136,35818,311783,4269902,-3958119,1514,860,48403,600,33763,270907,-237144,4067612,3423256,644356,373291,623294,812130,336181,70453,47476,22977,963941,463946,499995,704955,889444,796797,610460,449406,11.08
2026-05-13,272041,98222,173819,3092455,278152,2814303,2611201,2286374,1775104,2409927,71019,35036,35983,326868,4304640,-3977772,1774,1150,50303,635,32871,270745,-237874,4103711,3432235,671476,428267,682279,832593,388545,72735,44663,28072,982792,490799,491993,879392,950830,890651,749543,448666,10.83
2026-05-14,261431,95933,165498,3098197,280882,2817315,2508763,2353622,2361152,2918268,71227,39036,32191,335586,4279112,-3943526,1824,1135,52008,630,35074,260685,-225611,4135442,3482101,653341,424050,656098,864744,485115,69430,41508,27922,995662,522792,472870,968752,892534,1055867,929757,437162,11.86
2026-05-15,259336,100614,158722,3088919,285062,2803857,2921368,2858972,2446899,3130948,71251,39277,31974,343106,4239629,-3896523,1819,1398,53854,600,35826,252333,-216507,4149099,3506968,642131,532822,789341,904311,513070,67970,42159,25811,993695,543160,450535,1249664,1055962,1173138,933583,434383,12.43
2026-05-18,251393,101045,150348,3071144,280965,2790179,3033226,3046311,3106383,3717967,67164,39237,27927,360352,4236736,-3876384,1884,884,60258,490,34922,244788,-209866,4158769,3525497,633272,517083,731449,1089492,686328,70978,39387,31591,1010788,557855,452933,1321533,1095083,1468297,1319645,424457,12.49
2026-05-19,254202,98421,155781,3085145,286560,2798585,2090148,1865841,1546904,2196644,67196,37737,29459,389024,4241838,-3852814,3634,1024,57933,340,35238,251518,-216280,4160037,3553115,606922,406028,611362,813798,385995,70724,39684,31040,1045938,598631,447307,751501,773083,901533,737190,427360,12.29
2026-05-20,255741,97717,158024,3118637,290580,2828057,2239775,2136871,2117526,2680124,67455,37712,29743,403505,4256781,-3853276,4434,964,57533,300,35093,257613,-222520,4183382,3602126,581256,441464,663620,854211,475740,72341,37588,34753,1104206,660243,443963,873281,757499,1036217,909323,430630,11.99
2026-05-21,261355,98212,163143,3134943,275287,2859656,2925068,2708891,2232722,2919021,67316,37772,29544,418403,4271635,-3853232,4643,915,50304,300,35690,266880,-231190,4157045,3579589,577456,564691,820753,919425,504978,81514,43011,38503,988366,572246,416120,1065425,1029268,1111435,889588,445875,11.8
2026-05-22,254325,92661,161664,3132410,274494,2857916,2644777,2718504,2446220,3083482,67686,37619,30067,435198,4321198,-3886000,14281,865,56708,300,43530,268522,-224992,4182673,3546361,636312,653857,815806,926504,532543,82231,48970,33261,926977,535205,391772,1239552,1017293,1190072,1003180,447772,13.95
2026-05-25,236960,94928,142032,3125923,282539,2843384,2633517,2747313,3184259,3717343,70495,37982,32513,444752,4326741,-3881989,4056,602,56762,300,51190,266167,-214977,4199409,3528303,671106,799957,843791,1024401,668943,88702,48270,40432,888658,521159,367499,1277534,1123359,1428659,1307494,447347,16.13
2026-05-26,203646,83663,119983,3005478,196487,2808991,1629668,1471635,1276980,1911829,74983,35781,39202,271829,4170590,-3898761,1176,0,32201,0,38261,191126,-152865,4030223,3381136,649087,320160,520515,681647,246905,23038,29358,-6320,741381,300698,440683,555957,514811,667344,499437,339928,16.68
2026-05-27,215846,78846,137000,3068923,218849,2850074,2172971,2067315,1720920,2426032,70785,35961,34824,284078,4214429,-3930351,5436,0,32351,0,38864,201876,-163012,4045376,3406908,638468,426192,633361,768438,331028,23635,32447,-8812,779660,337851,441809,756728,660652,892083,656732,349130,16.14
2026-05-29,242451,89019,153432,3164055,209222,2954833,3203100,3057999,1884923,2670685,73902,36223,37679,298128,4383275,-4085147,6501,0,34309,0,31724,233033,-201309,4005908,3359696,646212,553247,823871,842769,381083,45121,34923,10198,835785,351683,484102,1242937,1123915,1063624,773857,393198,11.98
2026-06-01,260863,88077,172786,3165393,214431,2950962,3861508,3594686,2158229,2953549,69661,34473,35188,306882,4402595,-4095713,6601,50,25337,0,26822,250002,-223180,4024076,3384276,639800,640525,894212,869221,375175,51681,36475,15206,854443,349492,504951,1385065,1404751,1107028,831090,409027,9.69
2026-06-02,269410,82885,186525,3166657,228879,2937778,1988574,1696634,1425709,2149721,65965,33084,32881,334878,4508321,-4173443,7251,30,23860,0,24538,254634,-230096,4027528,3292711,734817,382230,662013,795091,299989,45586,34896,10690,859903,359055,500848,655550,674928,780463,575412,405499,8.79
2026-06-03,277894,81809,196085,3224593,220096,3004497,2274631,2111732,1817274,2577771,66156,29722,36434,349735,4564681,-4214946,7726,0,23880,20,25951,285204,-259253,3987022,3296202,690820,487011,738356,903225,365221,62276,35542,26734,897288,377659,519629,915544,834822,923547,724913,432277,8.34
2026-06-04,283258,79589,203669,3253734,219271,3034463,2654982,2497471,2213601,2981624,66500,29722,36778,352479,4602944,-4250465,7746,0,23880,0,28171,292739,-264568,3994648,3305830,688818,514106,788094,920148,403282,64404,40283,24121,903366,376182,527184,1066328,957595,1026039,798763,442333,8.78
2026-06-05,286458,78010,208448,3256645,217975,3038670,3219313,3132182,2249212,3060615,66330,28937,37393,360339,4635030,-4274691,7899,0,23885,45,25958,293664,-267706,4008540,3307562,700978,591082,867141,977772,447544,62649,40784,21865,917180,382137,535043,1414049,1233021,1110215,852879,441395,8.12
2026-06-08,291791,80764,211027,3226541,225586,3000955,3782454,3589144,2415737,3235807,64282,20337,43945,362502,4638462,-4275960,7899,30,23875,18,24810,302424,-277614,4016575,3316826,699749,672055,965991,1000213,450778,63140,40498,22642,942040,366784,575256,1404683,1311926,1176722,929945,444023,7.58
2026-06-09,282229,77643,204586,3234153,218533,3015620,1986157,1753032,1534690,2263172,65697,15637,50060,366670,4679063,-4312393,7919,40,23875,18,31170,308171,-277001,4046562,3308351,738211,446983,713453,870166,343108,62075,39720,22355,931423,372861,558562,706394,680928,836168,658601,441171,9.19
2026-06-10,277954,71591,206363,3210912,230310,2980602,2550804,2335558,1808760,2576597,68620,15031,53589,372806,4650791,-4277985,8194,40,24380,3,32698,304677,-271979,4058928,3329768,729160,521246,798673,930475,399488,58510,46483,12027,936324,368101,568223,898562,844534,953417,740944,437782,9.69
2026-06-11,274729,74884,199845,3215219,231574,2983645,2770839,2580584,2155088,2925866,68407,12331,56076,381601,4658719,-4277118,8194,40,24380,3,34564,301547,-266983,4080638,3361530,719108,537462,831387,995295,457456,56371,45309,11062,948345,373980,574365,968919,873402,1013851,805288,434071,10.28
2026-06-12,258005,77605,180400,3198550,218213,2980337,2499577,2476544,3015372,3727671,75317,13508,61809,391708,4699485,-4307777,10634,400,18986,51,39971,283594,-243623,4122991,3339091,783900,623418,832438,1194064,651452,56144,54730,1414,927953,384413,543540,1054697,878944,1441958,1291206,429437,12.35
2026-06-15,248989,77808,171181,3191341,226273,2965068,3471569,3283652,2946678,3615349,82961,8989,73972,402729,4669287,-4266558,12367,420,18126,51,41074,282315,-241241,4135474,3344880,790594,672396,924723,1145247,600061,49496,53408,-3912,920713,409817,510896,1360281,1307819,1355607,1250198,422520,12.7
2026-06-16,239851,76938,162913,3206531,234155,2972376,2076108,1850911,1734177,2334347,81423,13589,67834,403062,4642726,-4239664,14370,400,18066,65,39125,268725,-229600,4121804,3358072,763732,494509,726531,972009,420721,49918,51065,-1147,929182,425626,503556,695469,702613,786578,755698,410317,12.71
2026-06-17,232345,75417,156928,3210147,248502,2961645,2408405,2183516,2213511,2779037,81249,13589,67660,415236,4622785,-4207549,11863,430,20366,65,39837,264525,-224688,4110782,3360835,749947,538259,801310,1018888,471414,49466,49366,100,951240,455283,495957,865331,838603,913787,916036,402897,13.09
2026-06-18,229204,73795,155409,3247402,266133,2981269,2644774,2512637,2552873,3188046,83186,13589,69597,434984,4607637,-4172653,12434,445,24966,135,40846,262322,-221476,4092772,3385294,707478,592087,832766,1080328,517665,47949,51479,-3530,979531,495625,483906,983601,887048,1072551,1024872,401185,13.47
2026-06-19,238409,76124,162285,3299193,282940,3016253,3119888,2974782,2416378,3193601,84100,11589,72511,459287,4594205,-4134918,12434,430,22666,135,39587,266010,-226423,4108754,3474848,633906,640164,940484,1157965,528275,46731,55104,-8373,1027166,542407,484759,1216287,1073078,1043549,918547,408827,12.95
2026-06-22,228174,74152,154022,3309424,305053,3004371,3508302,3296883,2886603,3585324,79200,11631,67569,460307,4569282,-4108975,8454,200,22666,85,39777,262561,-222784,4108505,3497332,611173,679021,974503,1231195,584453,50641,49448,1193,1062416,568985,493431,1274503,1198693,1209480,1180082,397792,13.16
2026-06-23,242243,78805,163438,3339310,312318,3026992,2554240,2235307,1698424,2436023,78979,11725,67254,431484,4529693,-4098209,25954,220,20647,85,40727,269288,-228561,4128938,3533896,595042,593936,868929,1087379,415123,48501,50632,-2131,1104672,628497,476175,866585,936259,767713,722932,410450,13.14
2026-06-24,235429,81280,154149,3278555,297618,2980937,2481053,2367862,2544224,3128163,78988,12525,66463,443022,4502152,-4059130,25954,60,20647,994,46870,275923,-229053,4081121,3444664,636457,554506,845271,1179334,575924,56066,47625,8441,1015702,573966,441736,919946,768266,975624,1014749,417353,14.52
2026-06-25,231872,80830,151042,3259903,303989,2955914,2891581,2752062,2568557,3299456,81983,12596,69387,448696,4468679,-4019983,5994,0,21107,994,51212,275021,-223809,4072069,3419078,652991,655869,915781,1184577,587931,54221,50841,3380,973582,562504,411078,964008,849609,1013226,899086,419288,15.7
2026-06-29,244810,77464,167346,3250779,294315,2956464,3863212,3647290,2826521,3573429,82029,11796,70233,469740,4482036,-4012296,6109,50,25857,194,60489,294940,-234451,4035844,3359553,676291,871182,1116554,1263889,647669,49806,52934,-3128,964315,584774,379541,1410184,1386793,1209175,1104152,437134,17.02
