Symbol,Tranche,ISIN,Payment_Date,Payment_Type,Amount_Per_Gram
SGBMAY28,2020-21 Series II,IN0020200088,2028-05-09,COUPON,57.38
SGBN28VIII,2020-21 Series VIII,IN0020200286,2028-05-10,COUPON,64.72
SGBMAY29I,2021-22 Series I,IN0020210053,2028-05-16,COUPON,59.72
SGBMAY28,2020-21 Series II,IN0020200088,2028-05-19,REDEMPTION,4590.0
SGBJUN29II,2021-22 Series II,IN0020210061,2028-05-23,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2028-05-30,COUPON,59.89
SGBJU29III,2021-22 Series III,IN0020210087,2028-05-30,COUPON,61.12
SGBJUN28,2020-21 Series III,IN0020200104,2028-06-06,COUPON,58.47
SGBJUN28,2020-21 Series III,IN0020200104,2028-06-16,REDEMPTION,4677.0
SGBDE30III,2022-23 Series III,IN0020220110,2028-06-20,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2028-06-20,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2028-06-20,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2028-06-22,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2028-06-27,COUPON,62.5
SGBJUL28IV,2020-21 Series IV,IN0020200146,2028-07-04,COUPON,60.65
SGBJAN29X,2020-21 Series X,IN0020200385,2028-07-11,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2028-07-11,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2028-07-11,COUPON,60.09
SGBJUL28IV,2020-21 Series IV,IN0020200146,2028-07-14,REDEMPTION,4852.0
SGBAUG28V,2020-21 Series V,IN0020200161,2028-08-01,COUPON,66.67
SGBFEB29XI,2020-21 Series XI,IN0020200393,2028-08-01,COUPON,61.4
SGBAUG29V,2021-22 Series V,IN0020210129,2028-08-08,COUPON,59.88
SGBAUG28V,2020-21 Series V,IN0020200161,2028-08-11,REDEMPTION,5334.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2028-08-16,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2028-08-22,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2028-08-29,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2028-08-29,COUPON,58.27
SGBSEP28VI,2020-21 Series VI,IN0020200195,2028-08-29,COUPON,63.97
SGBSEP29VI,2021-22 Series VI,IN0020210145,2028-08-29,COUPON,59.15
SGBMAR31IV,2022-23 Series IV,IN0020220169,2028-09-05,COUPON,70.14
SGBSEP28VI,2020-21 Series VI,IN0020200195,2028-09-08,REDEMPTION,5117.0
SGBSEP31II,2023-24 Series II,IN0020230093,2028-09-13,COUPON,74.04
SGBOC28VII,2020-21 Series VII,IN0020200203,2028-10-10,COUPON,63.14
SGBOC28VII,2020-21 Series VII,IN0020200203,2028-10-20,REDEMPTION,5051.0
SGBNV29VII,2021-22 Series VII,IN0020210178,2028-10-24,COUPON,59.52
SGBN28VIII,2020-21 Series VIII,IN0020200286,2028-11-08,COUPON,64.72
SGBMAY29I,2021-22 Series I,IN0020210053,2028-11-14,COUPON,59.72
SGBN28VIII,2020-21 Series VIII,IN0020200286,2028-11-18,REDEMPTION,5177.0
SGBJUN29II,2021-22 Series II,IN0020210061,2028-11-21,COUPON,60.52
SGBD29VIII,2021-22 Series VIII,IN0020210228,2028-11-28,COUPON,59.89
SGBJU29III,2021-22 Series III,IN0020210087,2028-11-28,COUPON,61.12
SGBDE30III,2022-23 Series III,IN0020220110,2028-12-19,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2028-12-19,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2028-12-19,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2028-12-21,COUPON,77.49
SGBJAN29IX,2020-21 Series IX,IN0020200377,2028-12-26,COUPON,62.5
SGBJAN29IX,2020-21 Series IX,IN0020200377,2029-01-05,REDEMPTION,5000.0
SGBJAN29X,2020-21 Series X,IN0020200385,2029-01-09,COUPON,63.8
SGBJAN30IX,2021-22 Series IX,IN0020210236,2029-01-09,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2029-01-09,COUPON,60.09
SGBJAN29X,2020-21 Series X,IN0020200385,2029-01-19,REDEMPTION,5104.0
SGBFEB29XI,2020-21 Series XI,IN0020200393,2029-01-30,COUPON,61.4
SGBAUG29V,2021-22 Series V,IN0020210129,2029-02-06,COUPON,59.88
SGBFEB29XI,2020-21 Series XI,IN0020200393,2029-02-09,REDEMPTION,4912.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2029-02-14,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2029-02-20,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2029-02-27,COUPON,63.87
SGBMR29XII,2020-21 Series XII,IN0020200427,2029-02-27,COUPON,58.27
SGBSEP29VI,2021-22 Series VI,IN0020210145,2029-02-27,COUPON,59.15
SGBMAR31IV,2022-23 Series IV,IN0020220169,2029-03-06,COUPON,70.14
SGBMR29XII,2020-21 Series XII,IN0020200427,2029-03-09,REDEMPTION,4662.0
SGBSEP31II,2023-24 Series II,IN0020230093,2029-03-14,COUPON,74.04
SGBNV29VII,2021-22 Series VII,IN0020210178,2029-04-24,COUPON,59.52
SGBMAY29I,2021-22 Series I,IN0020210053,2029-05-15,COUPON,59.72
SGBJUN29II,2021-22 Series II,IN0020210061,2029-05-22,COUPON,60.52
SGBMAY29I,2021-22 Series I,IN0020210053,2029-05-25,REDEMPTION,4777.0
SGBD29VIII,2021-22 Series VIII,IN0020210228,2029-05-29,COUPON,59.89
SGBJU29III,2021-22 Series III,IN0020210087,2029-05-29,COUPON,61.12
SGBJUN29II,2021-22 Series II,IN0020210061,2029-06-01,REDEMPTION,4842.0
SGBJU29III,2021-22 Series III,IN0020210087,2029-06-08,REDEMPTION,4889.0
SGBDE30III,2022-23 Series III,IN0020220110,2029-06-19,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2029-06-19,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2029-06-19,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2029-06-21,COUPON,77.49
SGBJAN30IX,2021-22 Series IX,IN0020210236,2029-07-10,COUPON,59.83
SGBJUL29IV,2021-22 Series IV,IN0020210111,2029-07-10,COUPON,60.09
SGBJUL29IV,2021-22 Series IV,IN0020210111,2029-07-20,REDEMPTION,4807.0
SGBAUG29V,2021-22 Series V,IN0020210129,2029-08-07,COUPON,59.88
SGBFEB32IV,2023-24 Series IV,IN0020230184,2029-08-15,COUPON,78.29
SGBAUG29V,2021-22 Series V,IN0020210129,2029-08-17,REDEMPTION,4790.0
SGBAUG30,2022-23 Series II,IN0020220078,2029-08-21,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2029-08-28,COUPON,63.87
SGBSEP29VI,2021-22 Series VI,IN0020210145,2029-08-28,COUPON,59.15
SGBMAR31IV,2022-23 Series IV,IN0020220169,2029-09-04,COUPON,70.14
SGBSEP29VI,2021-22 Series VI,IN0020210145,2029-09-07,REDEMPTION,4732.0
SGBSEP31II,2023-24 Series II,IN0020230093,2029-09-12,COUPON,74.04
SGBNV29VII,2021-22 Series VII,IN0020210178,2029-10-23,COUPON,59.52
SGBNV29VII,2021-22 Series VII,IN0020210178,2029-11-02,REDEMPTION,4761.0
SGBD29VIII,2021-22 Series VIII,IN0020210228,2029-11-27,COUPON,59.89
SGBD29VIII,2021-22 Series VIII,IN0020210228,2029-12-07,REDEMPTION,4791.0
SGBDE30III,2022-23 Series III,IN0020220110,2029-12-18,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2029-12-18,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2029-12-18,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2029-12-20,COUPON,77.49
SGBJAN30IX,2021-22 Series IX,IN0020210236,2030-01-08,COUPON,59.83
SGBJAN30IX,2021-22 Series IX,IN0020210236,2030-01-18,REDEMPTION,4786.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2030-02-13,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2030-02-19,COUPON,64.97
SGBMAR30X,2021-22 Series X,IN0020210319,2030-02-26,COUPON,63.87
SGBMAR31IV,2022-23 Series IV,IN0020220169,2030-03-05,COUPON,70.14
SGBMAR30X,2021-22 Series X,IN0020210319,2030-03-08,REDEMPTION,5109.0
SGBSEP31II,2023-24 Series II,IN0020230093,2030-03-13,COUPON,74.04
SGBDE30III,2022-23 Series III,IN0020220110,2030-06-18,COUPON,67.61
SGBJUN30,2022-23 Series I,IN0020220045,2030-06-18,COUPON,63.64
SGBJUN31I,2023-24 Series I,IN0020230069,2030-06-18,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2030-06-20,COUPON,77.49
SGBJUN30,2022-23 Series I,IN0020220045,2030-06-28,REDEMPTION,5091.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2030-08-14,COUPON,78.29
SGBAUG30,2022-23 Series II,IN0020220078,2030-08-20,COUPON,64.97
SGBAUG30,2022-23 Series II,IN0020220078,2030-08-30,REDEMPTION,5197.0
SGBMAR31IV,2022-23 Series IV,IN0020220169,2030-09-03,COUPON,70.14
SGBSEP31II,2023-24 Series II,IN0020230093,2030-09-11,COUPON,74.04
SGBDE30III,2022-23 Series III,IN0020220110,2030-12-17,COUPON,67.61
SGBJUN31I,2023-24 Series I,IN0020230069,2030-12-17,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2030-12-19,COUPON,77.49
SGBDE30III,2022-23 Series III,IN0020220110,2030-12-27,REDEMPTION,5409.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2031-02-12,COUPON,78.29
SGBMAR31IV,2022-23 Series IV,IN0020220169,2031-03-04,COUPON,70.14
SGBSEP31II,2023-24 Series II,IN0020230093,2031-03-12,COUPON,74.04
SGBMAR31IV,2022-23 Series IV,IN0020220169,2031-03-14,REDEMPTION,5611.0
SGBJUN31I,2023-24 Series I,IN0020230069,2031-06-17,COUPON,74.08
SGBDE31III,2023-24 Series III,IN0020230168,2031-06-19,COUPON,77.49
SGBJUN31I,2023-24 Series I,IN0020230069,2031-06-27,REDEMPTION,5926.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2031-08-13,COUPON,78.29
SGBSEP31II,2023-24 Series II,IN0020230093,2031-09-10,COUPON,74.04
SGBSEP31II,2023-24 Series II,IN0020230093,2031-09-20,REDEMPTION,5923.0
SGBDE31III,2023-24 Series III,IN0020230168,2031-12-18,COUPON,77.49
SGBDE31III,2023-24 Series III,IN0020230168,2031-12-28,REDEMPTION,6199.0
SGBFEB32IV,2023-24 Series IV,IN0020230184,2032-02-11,COUPON,78.29
SGBFEB32IV,2023-24 Series IV,IN0020230184,2032-02-21,REDEMPTION,6263.0
