Ex_Date,Record_Date,Symbol,Company_Name,Series,Action_Type,Ratio_or_Amount,Purpose,Face_Value,ISIN,BC_Start_Date,BC_End_Date
2013-09-10,,BANCOINDIA,Banco Products (I) Limited,EQ,DIVIDEND,1.80,Annual General Meeting And Dividend Rs.1.80 Per Share,2,INE213C01025,2013-09-12,2013-09-21
2013-09-10,,CMAHENDRA,C. Mahendra Exports Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Dividend - Re 1/- Per Share,10,INE378J01013,2013-09-12,2013-09-16
2013-09-10,,DEN,Den Networks Limited,EQ,MEETING,,Annual General Meeting,10,INE947J01015,2013-09-12,2013-09-18
2013-09-10,,HYDROS&S,Hydro S & S Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE473D01015,2013-09-12,2013-09-18
2013-09-10,,KNRCON,KNR Constructions Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,2,INE634I01011,2013-09-12,2013-09-14
2013-09-10,,MERCATOR,Mercator Limited,EQ,OTHER,,Annual Closure,1,INE934B01028,2013-09-12,2013-09-19
2013-09-10,,MFSL,Max Financial Services Limited,EQ,DIVIDEND,2.20,Annual General Meeting And Dividend Rs.2.20 Per Share,2,INE180A01020,2013-09-12,2013-09-24
2013-09-10,,ORISSAMINE,The Orissa Minerals Development Company Limited,EQ,DIVIDEND,3.22,Annual General Meeting And Dividend Rs.3.22 Per Share,1,INE725E01016,2013-09-12,2013-09-20
2013-09-10,,PFC,Power Finance Corporation Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Final Dividend - Re 1/- Per Share,10,INE134E01011,2013-09-12,2013-09-26
2013-09-10,,RHIM,RHI MAGNESITA INDIA LIMITED,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,1,INE743M01012,2013-09-12,2013-09-19
2013-09-10,,SIMPLEXCAS,Simplex Castings Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,10,INE658D01011,2013-09-12,2013-09-23
2013-09-10,,STARPAPER,Star Paper Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE733A01018,2013-09-12,2013-09-19
2013-09-06,,BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,DIVIDEND,17.60,Annual General Meeting And Dividend Rs.17.60 Per Share,10,INE164A01016,2013-09-11,2013-09-24
2013-09-06,,BEL,Bharat Electronics Limited,EQ,DIVIDEND,16.30,Annual General Meeting / Final Dividend - Rs 16.30/- Per Share,1,INE263A01016,2013-09-11,2013-09-20
2013-09-06,,BHEL,Bharat Heavy Electricals Limited,EQ,DIVIDEND,3.29,Annual General Meeting And Final Dividend Rs.3.29 Per Share,2,INE257A01018,2013-09-11,2013-09-20
2013-09-06,,BPCL,Bharat Petroleum Corporation Limited,EQ,DIVIDEND,11.00,Annual General Meeting And Dividend Rs.11/- Per Share,10,INE029A01011,2013-09-11,2013-09-20
2013-09-06,,COALINDIA,Coal India Limited,EQ,DIVIDEND,4.30,Annual General Meeting And Final Dividend Rs.4.30 Per Share,10,INE522F01014,2013-09-11,2013-09-18
2013-09-06,2013-09-10,CONCOR,Container Corporation of India Limited,EQ,BONUS,1:2,Bonus 1:2,5,INE111A01017,,
2013-09-06,,DECOLIGHT,Decolight Ceramics Limited,EQ,MEETING,,Annual General Meeting,10,INE172I01012,2013-09-11,2013-09-12
2013-09-06,,FIRSTLEASE,First Leasing Company of India Limited,EQ,DIVIDEND,1.80,Annual General Meeting And Dividend Rs.1.80 Per Share,10,INE492B01019,2013-09-11,2013-09-18
2013-09-06,,HEGAM,HEG Advanced Materials Limited,EQ,DIVIDEND,8.00,Annual General Meeting / Final Dividend Rs.8/- Per Equity Share,2,INE545A01024,2013-09-11,2013-09-21
2013-09-06,,INDIACEM,The India Cements Limited,EQ,DIVIDEND,2.00,Annual General Meeting And Dividend Rs.2/- Per Share (Bc Dates Revised),10,INE383A01012,2013-09-11,2013-09-18
2013-09-06,,JAICORPLTD,Jai Corp Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend Re. 0.50 Per Equity Share,1,INE070D01027,2013-09-11,2013-09-21
2013-09-06,,KOPRAN,Kopran Limited,EQ,MEETING,,Annual General Meeting,10,INE082A01010,2013-09-11,2013-09-14
2013-09-06,,MTEDUCARE,MT Educare Limited,EQ,MEETING,,Annual General Meeting,10,INE472M01018,2013-09-11,2013-09-14
2013-09-06,,NITINSPIN,Nitin Spinners Limited,EQ,MEETING,,Annual General Meeting,10,INE229H01012,2013-09-11,2013-09-18
2013-09-06,,PCJEWELLER,PC Jeweller Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,1,INE785M01013,2013-09-11,2013-09-18
2013-09-06,,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,DIVIDEND,5.00,Annual General Meeting And Dividend Rs.5/- Per Share,10,INE107A01015,2013-09-11,2013-09-19
2013-09-06,,UBHOLDINGS,United Breweries (Holdings) Limited,EQ,MEETING,,Annual General Meeting,10,INE696A01025,2013-09-11,2013-09-12
2013-09-06,,UBL,United Breweries Limited,EQ,DIVIDEND,0.70,Annual General Meeting And Dividend Re.0.70 Per Share,1,INE686F01025,2013-09-11,2013-09-12
2013-09-06,,UNOMINDA,UNO Minda Limited,EQ,DIVIDEND,3.00,Annual General Meeting And Dividend Rs.3/- Per Share,2,INE405E01023,2013-09-11,2013-09-18
2013-09-06,,ZODJRDMKJ,Zodiac JRD- MKJ Limited,EQ,DIVIDEND,0.50,Annual General Meeting And Dividend Re.0.50 Per Share,10,INE077B01018,2013-09-11,2013-09-21
2013-09-05,2013-09-09,ASTRAL,Astral Limited,EQ,SPLIT,5:2,Face Value Split From Rs.5/- To Rs.2/-,1,INE006I01012,,
2013-09-05,,AUTOLITIND,Autolite (India) Limited,EQ,MEETING,,Annual General Meeting,10,INE448A01013,2013-09-10,2013-09-14
2013-09-05,,BEML,BEML Limited,EQ,DIVIDEND,2.50,Annual General Meeting / Dividend - Rs 2.50/- Per Share,5,INE258A01016,2013-09-10,2013-09-13
2013-09-05,,COX&KINGS,Cox & Kings Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Dividend - Re 1/- Per Share,5,INE008I01018,2013-09-10,2013-09-17
2013-09-05,,ENERGYDEV,Energy Development Company Limited,EQ,DIVIDEND,0.80,Annual General Meeting/Dividend Re 0.80/- Per Share,10,INE306C01019,2013-09-07,2013-09-12
2013-09-05,,GAIL,GAIL (India) Limited,EQ,DIVIDEND,5.60,Annual General Meeting / Final Dividend - Rs 5.60/- Per Share,10,INE129A01019,2013-09-07,2013-09-25
2013-09-05,,GMRAIRPORT,GMR AIRPORTS LIMITED,EQ,DIVIDEND,0.10,Annual General Meeting And Dividend Re.0.10/- Per Share,1,INE776C01039,2013-09-10,2013-09-17
2013-09-05,,GODFRYPHLP,Godfrey Phillips India Limited,EQ,DIVIDEND,40.00,Annual General Meeting And Dividend Rs.40/- Per Share,2,INE260B01010,2013-09-07,2013-09-19
2013-09-05,,IDEA,Vodafone Idea Limited,EQ,DIVIDEND,0.30,Annual General Meeting And Dividend Re.0.30/- Per Share,10,INE669E01016,2013-09-07,2013-09-16
2013-09-05,,INDIAGLYCO,India Glycols Limited,EQ,DIVIDEND,2.00,Annual General Meeting / Final Dividend - Rs 2/- Per Share,5,INE560A01015,2013-09-09,2013-09-18
2013-09-05,,JAIBALAJI,Jai Balaji Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE091G01018,2013-09-07,2013-09-12
2013-09-05,,JAYAGROGN,Jayant Agro Organics Limited,EQ,DIVIDEND,2.25,Annual General Meeting And Dividend Rs.2.25 Per Share,5,INE785A01026,2013-09-07,2013-09-13
2013-09-05,,KAMATHOTEL,Kamat Hotels (I) Limited,EQ,MEETING,,Annual General Meeting,10,INE967C01018,2013-09-10,2013-09-21
2013-09-05,,KLRF,KLRF Limited,EQ,MEETING,,Annual General Meeting,10,INE014E01015,2013-09-07,2013-09-16
2013-09-05,,KOHINOOR,Kohinoor Foods Limited,EQ,MEETING,,Annual General Meeting,10,INE080B01012,2013-09-10,2013-09-25
2013-09-05,,KRBL,KRBL Limited,EQ,DIVIDEND,0.80,Annual General Meeting/Dividend Re 0.80/- Per Share,1,INE001B01026,2013-09-10,2013-09-23
2013-09-05,,MMTC,MMTC Limited,EQ,DIVIDEND,0.10,Annual General Meeting / Final Dividend - Re 0.10/- Per Share,1,INE123F01011,2013-09-07,2013-09-30
2013-09-05,,MOREPENLAB,Morepen Laboratories Limited,EQ,MEETING,,Annual General Meeting,2,INE083A01026,2013-09-10,2013-09-13
2013-09-05,2013-09-06,MPSLTD,MPS Limited,EQ,DIVIDEND,5.00,Interim Dividend - Rs 5/- Per Share,10,INE943D01017,,
2013-09-05,,NRC,NRC Limited,EQ,MEETING,,Annual General Meeting,10,INE953C01018,2013-09-09,2013-09-23
2013-09-05,,NTPC,NTPC Limited,EQ,DIVIDEND,0.75,Annual General Meeting/Final Dividend Re.0.75 Per Share And Special Dividend Rs.1.25 Per Share,10,INE733E01010,2013-09-07,2013-09-17
2013-09-05,,PITTIENG,Pitti Engineering Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,5,INE450D01021,2013-09-10,2013-09-16
2013-09-05,,POWERGRID,Power Grid Corporation of India Limited,EQ,DIVIDEND,1.14,Annual General Meeting / Dividend - Rs 1.14 Per Share,10,INE752E01010,2013-09-07,2013-09-19
2013-09-05,,RAINBOWPAP,Rainbow Papers Limited,EQ,DIVIDEND,0.40,Annual General Meeting / Dividend Re.0.40/- Per Equity Share,2,INE028D01025,2013-09-10,2013-09-16
2013-09-05,,RELIGARE,Religare Enterprises Limited,EQ,MEETING,,Annual General Meeting,10,INE621H01010,2013-09-07,2013-09-13
2013-09-05,,RSWM,RSWM Limited,EQ,DIVIDEND,10.00,Annual General Meeting / Dividend - Rs 10/- Per Share,10,INE611A01016,2013-09-10,2013-09-19
2013-09-05,,SALONACOT,Salona Cotspin Limited,EQ,MEETING,,Annual General Meeting,10,INE498E01010,2013-09-10,2013-09-16
2013-09-05,,SANGHIIND,Sanghi Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE999B01013,2013-09-10,2013-09-13
2013-09-05,,SANGHVIMOV,Sanghvi Movers Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,1,INE989A01024,2013-09-09,2013-09-23
2013-09-05,,SARLAPOLY,Sarla Performance Fibers Limited,EQ,DIVIDEND,6.00,Annual General Meeting And Dividend Rs.6/- Per Share,1,INE453D01017,2013-09-07,2013-09-13
2013-09-05,,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,DIVIDEND,12.50,Annual General Meeting/Dividend Rs 12.50 Per Share,2,INE659A01015,2013-09-10,2013-09-20
2013-09-05,,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,MEETING,,Annual General Meeting,10,INE947A01014,2013-09-07,2013-09-25
2013-09-05,,SUPREMEIND,Supreme Industries Limited,EQ,DIVIDEND,5.50,Final Dividend - Rs 5.50/- Per Equity Share,2,INE195A01010,2013-09-10,2013-09-17
2013-09-05,,SUZLON,Suzlon Energy Limited,EQ,MEETING,,Annual General Meeting,2,INE040H01021,2013-09-09,2013-09-20
2013-09-05,,SWANCORP,SWAN CORP LIMITED,EQ,DIVIDEND,0.50,Dividend - Re 0.50/- Per Share,1,INE665A01038,2013-09-07,2013-09-11
2013-09-05,,TALBROAUTO,Talbros Automotive Components Limited,EQ,DIVIDEND,1.20,Annual General Meeting/Dividend Rs 1.20/- Per Equity Share,2,INE187D01011,2013-09-09,2013-09-16
2013-09-05,,TFCILTD,Tourism Finance Corporation of India Limited,EQ,DIVIDEND,1.20,Annual General Meeting/Dividend Rs 1.20/- Per Share,2,INE305A01015,2013-09-07,2013-09-12
2013-09-05,,THIRUSUGAR,Thiru Arooran Sugars Limited,EQ,MEETING,,Annual General Meeting,10,INE409A01015,2013-09-10,2013-09-16
2013-09-05,,UGARSUGAR,The Ugar Sugar Works Limited,EQ,DIVIDEND,0.20,Annual General Meeting/Dividend Re 0.20/- Per Share,1,INE071E01023,2013-09-09,2013-09-19
2013-09-05,,VASCONEQ,Vascon Engineers Limited,EQ,MEETING,,Annual General Meeting,10,INE893I01013,2013-09-10,2013-09-12
2013-09-04,,JINDRILL,Jindal Drilling And Industries Limited,EQ,DIVIDEND,0.50,Annual General Meeting / Dividend - Re 0.50/- Per Share,5,INE742C01031,2013-09-06,2013-09-09
2013-09-04,,KOTHARIPRO,Kothari Products Limited,EQ,DIVIDEND,20.00,Annual General Meeting / Dividend - Rs 20/- Per Share,10,INE823A01017,2013-09-06,2013-09-13
2013-09-04,,KRITIIND,Kriti Industries (India) Limited,EQ,DIVIDEND,0.15,Annual General Meeting And Dividend Re.0.15 Per Share,1,INE479D01038,2013-09-06,2013-09-14
2013-09-04,,MAHSEAMLES,Maharashtra Seamless Limited,EQ,DIVIDEND,6.00,Annual General Meeting / Dividend - Rs 6/- Per Share,5,INE271B01025,2013-09-06,2013-09-09
2013-09-04,,NFL,National Fertilizers Limited,EQ,MEETING,,Annual General Meeting,10,INE870D01012,2013-09-06,2013-09-17
2013-09-04,,OCL,OCL India Limited,EQ,DIVIDEND,1.50,Annual General Meeting / Dividend - Rs 1.50/- Per Share,2,INE290B01025,2013-09-06,2013-09-14
2013-09-04,,REPCOHOME,Repco Home Finance Limited,EQ,DIVIDEND,1.10,Annual General Meeting / Dividend - Rs 1.1/- Per Share,10,INE612J01015,2013-09-06,2013-09-13
2013-09-04,,SJVN,SJVN Limited,EQ,DIVIDEND,0.96,Annual General Meeting/Dividend Re 0.96/- Per Share,10,INE002L01015,2013-09-06,2013-09-12
2013-09-03,,ARENTERP,Rajdarshan Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE000801014,2013-09-05,2013-09-14
2013-09-03,,COMPUAGE,Compuage Infocom Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,10,INE070C01029,2013-09-05,2013-09-07
2013-09-03,,HEROMOTOCO,Hero MotoCorp Limited,EQ,DIVIDEND,60.00,Annual General Meeting And Dividend Rs.60/- Per Share,2,INE158A01026,2013-09-05,2013-09-11
2013-09-03,,NBCC,NBCC (India) Limited,EQ,DIVIDEND,3.75,Annual General Meeting / Dividend - Rs 3.75/- Per Share,1,INE095N01015,2013-09-05,2013-09-10
2013-09-03,,RUCHIRA,Ruchira Papers Limited,EQ,MEETING,,Annual General Meeting,10,INE803H01014,2013-09-05,2013-09-11
2013-09-03,,TANFACIND,Tanfac Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE639B01015,2013-09-05,2013-09-12
2013-09-03,,TI,Tilaknagar Industries Limited,EQ,DIVIDEND,0.80,Annual General Meeting And Final Dividend Re.0.80 Per Share,10,INE133E01013,2013-09-05,2013-09-11
2013-09-02,,ASTEC,Astec LifeSciences Limited,EQ,DIVIDEND,0.75,Annual General Meeting / Dividend Re 0.75/- Per Share,10,INE563J01010,2013-09-04,2013-09-06
2013-09-02,,NIVINFRA,Nivyah Infrastructure & Telecom Services Limited,EQ,MEETING,,Annual General Meeting,10,INE303D01014,2013-09-04,2013-09-12
2013-09-02,,VAKRANGEE,Vakrangee Limited,EQ,DIVIDEND,0.20,Annual General Meeting And Dividend Re.0.20 Per Share,1,INE051B01021,2013-09-04,2013-09-10
2013-08-30,,ARROWTEX,Arrow Textiles Limited,EQ,MEETING,,Annual General Meeting,10,INE933J01015,2013-09-03,2013-09-07
2013-08-30,,DCW,DCW Limited,EQ,DIVIDEND,0.36,Annual General Meeting/Dividend Re 0.36/- Per Share,2,INE500A01029,2013-09-03,2013-09-12
2013-08-30,,DELTAMAGNT,Delta Manufacturing Limited,EQ,MEETING,,Annual General Meeting,10,INE393A01011,2013-09-03,2013-09-07
2013-08-30,,GARDENSILK,Garden Silk Mills Limited,EQ,MEETING,,Annual General Meeting (Bc Dates Revised),10,INE526A01016,2013-09-03,2013-09-11
2013-08-30,,GIPCL,Gujarat Industries Power Company Limited,EQ,DIVIDEND,2.50,Annual General Meeting / Dividend - Rs 2.50/- Per Share,10,INE162A01010,2013-09-03,2013-09-12
2013-08-30,,HINDALCO,Hindalco Industries Limited,EQ,DIVIDEND,1.40,Annual General Meeting And Dividend Rs.1.40 Per Share,1,INE038A01020,2013-09-03,2013-09-10
2013-08-30,,HITECHCORP,Hitech Corporation Limited,EQ,DIVIDEND,1.60,Annual General Meeting And Dividend Rs.1.60 Per Share,10,INE120D01012,2013-09-03,2013-09-14
2013-08-30,,NHPC,NHPC Limited,EQ,DIVIDEND,0.60,Annual General Meeting / Final Dividend - Re 0.60/- Per Share,10,INE848E01016,2013-09-03,2013-09-16
2013-08-30,,OMAXAUTO,Omax Autos Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,10,INE090B01011,2013-09-03,2013-09-07
2013-08-30,,SOLARINDS,Solar Industries India Limited,EQ,DIVIDEND,6.00,Annual General Meeting / Dividend - Rs.6/- Per Equity Share,2,INE343H01011,2013-09-03,2013-09-13
2013-08-30,,SURYAROSNI,Surya Roshni Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,5,INE335A01012,2013-09-03,2013-09-06
2013-08-29,,ABCIL,Aditya Birla Chemicals (India) Limited,EQ,DIVIDEND,1.00,Annual General Meeting/Dividend Re 1/- Per Share,10,INE605B01016,2013-09-02,2013-09-10
2013-08-29,,ABIRLANUVO,Aditya Birla Nuvo Limited,EQ,DIVIDEND,6.50,Annual General Meeting/Dividend Rs 6.50/- Per Share,10,INE069A01017,2013-08-31,2013-09-06
2013-08-29,,BANARISUG,Bannari Amman Sugars Limited,EQ,DIVIDEND,12.50,Annual General Meeting / Dividend Rs 12.50/- Per Share,10,INE459A01010,2013-08-31,2013-09-05
2013-08-29,,BROOKS,Brooks Laboratories Limited,EQ,MEETING,,Annual General Meeting,10,INE650L01011,2013-09-02,2013-09-05
2013-08-29,,FINPIPE,Finolex Industries Limited,EQ,DIVIDEND,5.50,Annual General Meeting / Dividend - Rs 5.50/- Per Share,2,INE183A01016,2013-08-31,2013-09-14
2013-08-29,2013-08-30,FOSECOIND,Foseco India Limited,EQ,DIVIDEND,3.00,2nd Interim Dividend Rs.3/- Per Share (Purpose Revised),10,INE519A01011,,
2013-08-29,,GAEL,Gujarat Ambuja Exports Limited,EQ,MEETING,,Annual General Meeting,1,INE036B01022,2013-09-01,2013-09-14
2013-08-29,,GUJALKALI,Gujarat Alkalies and Chemicals Limited,EQ,DIVIDEND,3.50,Dividend-Rs.3.50 Per Share,10,INE186A01019,2013-09-02,2013-09-12
2013-08-29,,IDBI,IDBI Bank Limited,EQ,DIVIDEND,3.50,Annual General Meeting And Dividend Rs.3.50 Per Share,10,INE008A01015,2013-08-31,2013-09-04
2013-08-29,,IITL,Industrial Investment Trust Limited,EQ,DIVIDEND,1.50,Annual General Meeting / Dividend - Rs 1.50/- Per Share,10,INE886A01014,2013-08-31,2013-09-07
2013-08-29,,JBMA,JBM Auto Limited,EQ,DIVIDEND,2.00,Annual General Meeting / Dividend - Rs 2/- Per Share,1,INE927D01010,2013-09-02,2013-09-09
2013-08-29,,KHAITANELE,Khaitan Electricals Limited,EQ,MEETING,,Annual General Meeting,10,INE761A01019,2013-09-01,2013-09-16
2013-08-29,,MRPL,Mangalore Refinery and Petrochemicals Limited,EQ,MEETING,,Annual General Meeting,10,INE103A01014,2013-08-31,2013-09-07
2013-08-29,,PREMIERPOL,Premier Polyfilm Limited,EQ,MEETING,,Annual General Meeting,1,INE247401016,2013-09-01,2013-09-06
2013-08-29,,PRESTIGE,Prestige Estates Projects Limited,EQ,DIVIDEND,1.20,Annual General Meeting And Dividend Rs.1.20 Per Share,10,INE811K01011,2013-09-02,2013-09-05
2013-08-29,,SAITELE,Sai Television Limited,EQ,MEETING,,Annual General Meeting,10,INE294C01017,2013-09-02,2013-09-06
2013-08-29,,SANDESH,The Sandesh Limited,EQ,DIVIDEND,4.00,Annual General Meeting And Dividend Rs.4/- Per Share,10,INE583B01015,2013-08-31,2013-09-05
2013-08-29,,SGJHL,Shree Ganesh Jewellery House (I) Limited,EQ,DIVIDEND,3.00,Annual General Meeting / Dividend Rs 3/- Per Share,10,INE553K01019,2013-08-31,2013-09-06
2013-08-29,,SMLMAH,SML Mahindra Limited,EQ,DIVIDEND,8.00,Annual General Meeting And Dividend Rs.8/- Per Share,10,INE294B01019,2013-08-31,2013-09-06
2013-08-29,,SOMATEX,Soma Textiles & Industries Limited,EQ,MEETING,,Annual General Meeting,10,INE314C01013,2013-09-02,2013-09-09
2013-08-29,,SUPERSPIN,Super Spinning Mills Limited,EQ,MEETING,,Annual General Meeting,1,INE662A01027,2013-08-31,2013-09-06
2013-08-29,,TAKE,TAKE Limited,EQ,DIVIDEND,0.40,Annual General Meeting / Final Dividend - Re 0.40/- Per Share,1,INE142I01023,2013-08-31,2013-09-06
2013-08-29,,TARAJEWELS,Tara Jewels Limited,EQ,MEETING,,Annual General Meeting,10,INE799L01016,2013-09-02,2013-09-04
2013-08-29,,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,DIVIDEND,0.15,Annual General Meeting / Dividend - Re 0.15/- Per Share,1,INE435C01024,2013-09-02,2013-09-07
2013-08-29,,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,1,INE621L01012,2013-09-02,2013-09-07
2013-08-29,,TREEHOUSE,Tree House Education & Accessories Limited,EQ,DIVIDEND,1.25,Annual General Meeting And Dividend Rs.1.25 Per Share,10,INE040M01013,2013-08-31,2013-09-07
2013-08-29,,UFLEX,UFLEX Limited,EQ,DIVIDEND,2.40,Annual General Meeting And Dividend Rs.2.40 Per Share,10,INE516A01017,2013-09-02,2013-09-07
2013-08-29,,UNIPLY,Uniply Industries Limited,EQ,MEETING,,Annual General Meeting,2,INE950G01015,2013-08-31,2013-09-06
2013-08-28,,LAKSHMIMIL,Lakshmi Mills Company Limited,EQ,DIVIDEND,12.00,Annual General Meeting And Dividend Rs.12/- Per Share,100,INE938C01019,2013-08-30,2013-09-04
2013-08-28,,PFIZER,Pfizer Limited,EQ,DIVIDEND,12.50,Annual General Meeting / Dividend - Rs 12.50/- Per Share + Special Dividend - Rs 20/- Per Share,10,INE182A01018,2013-08-30,2013-09-06
2013-08-28,,PRECOT,Precot Limited,EQ,DIVIDEND,1.00,Annual General Meeting / Dividend Re.1/- Per Equity Share (Bc Dates Revised),10,INE283A01014,2013-08-30,2013-09-02
2013-08-28,,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,EQ,MEETING,,Annual General Meeting,10,INE277B01014,2013-08-30,2013-09-04
2013-08-28,,RECLTD,REC Limited,EQ,DIVIDEND,1.50,Annual General Meeting And Dividend Rs.1.50 Per Share,10,INE020B01018,2013-08-30,2013-09-13
2013-08-28,,UNITY,Unity Infraprojects Limited,EQ,DIVIDEND,0.20,Annual General Meeting / Dividend - Re 0.20/- Per Share,2,INE466H01028,2013-08-30,2013-09-06
2013-08-28,,WYETH,Wyeth Limited,EQ,DIVIDEND,17.00,Annual General Meeting And Dividend Rs.17/- Per Share,10,INE378A01012,2013-08-30,2013-09-06
2013-08-27,,KOTARISUG,Kothari Sugars And Chemicals Limited,EQ,MEETING,,Annual General Meeting,10,INE419A01022,2013-08-29,2013-09-06
2013-08-27,,MALWACOTT,Malwa Cotton Spg. Mills Limited,EQ,MEETING,,Annual General Meeting,10,INE272B01015,2013-08-29,2013-08-31
2013-08-27,,TECHIN,Techindia Nirman Limited,EQ,MEETING,,Annual General Meeting,10,INE778A01021,2013-08-29,2013-08-30
2013-08-26,,ALEMBICLTD,Alembic Limited,EQ,DIVIDEND,0.20,Annual General Meeting And Dividend Re.0.20 Per Share (Bc Dates Revised),2,INE426A01027,2013-08-28,2013-08-28
2013-08-26,2013-08-27,DIAPOWER,Diamond Power Infra Ltd,EQ,BONUS,1:3,Bonus 1:3,10,INE989C01012,,
2013-08-26,,GEECEE,GeeCee Ventures Limited,EQ,DIVIDEND,1.50,Annual General Meeting / Dividend - Rs 1.50/- Per Share,10,INE916G01016,2013-08-28,2013-09-03
2013-08-26,,GLOBOFFS,Global Offshore Services Limited,EQ,DIVIDEND,0.80,Annual General Meeting And Final Dividend Re.0.80 Per Share,10,INE446C01013,2013-08-28,2013-09-02
2013-08-26,,KOTHARIPET,Kothari Petrochemicals Limited,EQ,DIVIDEND,0.75,Annual General Meeting And Final Dividend Re.0.75 Per Share,10,INE720A01015,2013-08-28,2013-09-05
2013-08-26,,NLCINDIA,NLC India Limited,EQ,DIVIDEND,1.80,Annual General Meeting / Dividend - Rs 1.80/- Per Share,10,INE589A01014,2013-08-28,2013-09-06
2013-08-23,,MMFL,MM Forgings Limited,EQ,MEETING,,Annual General Meeting,10,INE227C01017,2013-08-27,2013-08-29
2013-08-23,,PONDYOXIDE,Pondy Oxides & Chemicals Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,10,INE063E01038,2013-08-27,2013-08-27
2013-08-23,,RUCHINFRA,Ruchi Infrastructure Limited,EQ,DIVIDEND,0.06,Annual General Meeting And Dividend Re.0.06 Per Share,1,INE413B01023,2013-08-27,2013-08-30
2013-08-23,,RUCHISOYA,Ruchi Soya Industries Limited,EQ,DIVIDEND,0.32,Annual General Meeting / Dividend - Re.0.32/- Per Equity Share,2,INE619A01027,2013-08-27,2013-08-30
2013-08-22,,BASF,BASF India Limited,EQ,DIVIDEND,4.00,Annual General Meeting / Final Dividend Rs.4/- Per Equity Share,10,INE373A01013,2013-08-24,2013-08-30
2013-08-22,,BSLIMITED,BS Limited,EQ,MEETING,,Annual General Meeting,1,INE043K01011,2013-08-24,2013-08-26
2013-08-22,2013-08-23,CARERATING,CARE Ratings Limited,EQ,DIVIDEND,6.00,Interim Dividend Rs.6/- Per Share,10,INE752H01013,,
2013-08-22,,DELTACORP,Delta Corp Limited,EQ,DIVIDEND,0.25,Annual General Meeting / Dividend Re 0.25 Per Share,1,INE124G01033,2013-08-24,2013-08-30
2013-08-22,,DHANBANK,Dhanlaxmi Bank Limited,EQ,MEETING,,Annual General Meeting,10,INE680A01011,2013-08-24,2013-08-27
2013-08-22,,EUROTEXIND,Eurotex Industries and Exports Limited,EQ,MEETING,,Annual General Meeting,10,INE022C01012,2013-08-26,2013-09-07
2013-08-22,,GARFIBRES,Garware Technical Fibres Limited,EQ,DIVIDEND,2.50,Annual General Meeting / Dividend - Rs 2.50/- Per Share,10,INE276A01018,2013-08-24,2013-09-03
2013-08-22,,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,DIVIDEND,3.50,Annual General Meeting / Dividend Rs.3.50 Per Share,10,INE113A01013,2013-08-24,2013-08-30
2013-08-22,,GOLDIAM,Goldiam International Limited,EQ,DIVIDEND,0.50,Annual General Meeting/Dividend Re 0.50 Per Share,2,INE025B01017,2013-08-26,2013-09-06
2013-08-22,,HINDCOMPOS,Hindustan Composites Limited,EQ,DIVIDEND,1.00,Annual General Meeting And Dividend Re.1/- Per Share,5,INE310C01011,2013-08-26,2013-08-29
2013-08-22,,IOC,Indian Oil Corporation Limited,EQ,DIVIDEND,6.20,Annual General Meeting / Dividend - Rs 6.20/- Per Share,10,INE242A01010,2013-08-26,2013-09-03
2013-08-22,2013-08-23,MANAPPURAM,Manappuram Finance Limited,EQ,DIVIDEND,0.45,Interim Dividend Re.0.45 Per Share,2,INE522D01027,,
2013-08-22,2013-08-23,MAYURUNIQ,Mayur Uniquoters Ltd,EQ,DIVIDEND,2.25,First Interim Dividend Rs 2.25 Per Share,5,INE040D01012,,
